,nct_id,canonical_BioLinkBERT-base_interventions,snomed_termid,linkbert_snomed_term_canonical_interventions,linkbert_cdist_interventions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
30238,NCT05325827,ropivacaine,386969005,Ropivacaine (substance),0.0073,"[373477003, 123682001]","['Local anesthetic (substance)', 'Piperidine (substance)']",Local anesthetic (substance)
30246,NCT05328115,alz-101,734474001,Donepezil hydrochloride monohydrate (substance),13.3846,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
30250,NCT05329779,allopregnanolone,27184001,17-hydroxypregnenolone (substance),9.1269,"[126090008, 304275008, 79580006]","['Pregnane (substance)', 'Corticosteroid and/or corticosteroid derivative (substance)', 'Adrenal hormone (substance)']",Pregnane (substance)
30251,NCT05329779,brexanolone,787054008,Brexanolone (substance),0.0031,"[372720008, 126090008]","['Antidepressant (substance)', 'Pregnane (substance)']",Antidepressant (substance)
30254,NCT05331105,hl-085,387178009,Probucol (substance),13.8655,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
30274,NCT05339074,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
30275,NCT05340439,abobotulinumtoxina,444619001,AbobotulinumtoxinA (substance),0.0028,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30276,NCT05340439,incobotulinumtoxina,703368006,IncobotulinumtoxinA (substance),0.0024,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30277,NCT05340439,onabotulinumtoxina,444627005,OnabotulinumtoxinA (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30282,NCT05340803,midazolam,373476007,Midazolam (substance),0.0044,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
30286,NCT05341154,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
30291,NCT05343507,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
30292,NCT05343611,alpha,259967001,Cytoplasmic alpha chain (substance),11.0094,"[112133008, 372823004]","['Immunoglobulin (substance)', 'Immunosuppressant (substance)']",Immunoglobulin (substance)
30304,NCT05344495,midazolam,373476007,Midazolam (substance),0.0044,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
30307,NCT05345509,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
30308,NCT05345509,ivl3003,697995005,Ipilimumab (substance),14.1725,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
30312,NCT05345548,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
30330,NCT05349721,ptc857,54378000,Coagulation factor IX (substance),13.3427,"[102794000, 420220000]","['Proenzyme (substance)', 'Blood derivative (substance)']",Proenzyme (substance)
30362,NCT05357547,buspirone,387523009,Buspirone (substance),0.0044,"[123682001, 373282008, 372614000]","['Piperidine (substance)', 'Anxiolytic agent (substance)', 'Sedative (substance)']",Piperidine (substance)
30374,NCT05358717,ptc518,54378000,Coagulation factor IX (substance),14.0387,"[102794000, 420220000]","['Proenzyme (substance)', 'Blood derivative (substance)']",Proenzyme (substance)
30376,NCT05358886,bpn14770,387178009,Probucol (substance),14.7341,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
30384,NCT05359731,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
30390,NCT05361707,tasimelteon,702394009,Tasimelteon (substance),0.0072,"[418033003, 372614000]","['Indan (substance)', 'Sedative (substance)']",Indan (substance)
30391,NCT05361824,acetaminophen,387517004,Paracetamol (substance),0.0082,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
30394,NCT05361824,paracetamol,387517004,Paracetamol (substance),0.0074,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
30396,NCT05362994,paclitaxel,387374002,Paclitaxel (substance),0.0074,"[415710007, 373244000]","['Terpene (substance)', 'Immunologic agent (substance)']",Terpene (substance)
30397,NCT05362994,sirolimus,387014003,Sirolimus (substance),0.0,"[771577000, 59431004, 372823004]","['Lactam (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)']",Lactam (substance)
30404,NCT05363514,ld,66322002,Dextran 40 (substance),11.589,"[373545003, 226355009, 33463005]","['Replacement agent (substance)', 'Nutrients (substance)', 'Liquid substance (substance)']",Replacement agent (substance)
30415,NCT05367960,bpn14770,387178009,Probucol (substance),14.7341,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
30418,NCT05368753,ropivacaine,386969005,Ropivacaine (substance),0.0073,"[373477003, 123682001]","['Local anesthetic (substance)', 'Piperidine (substance)']",Local anesthetic (substance)
30424,NCT05371613,tividenofusp alfa,1012961000168107,Lonoctocog alfa (substance),11.6225,"[420220000, 407073003]","['Blood derivative (substance)', 'Recombinant protein (substance)']",Blood derivative (substance)
30440,NCT05376319,rituximab,386919002,Rituximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
30449,NCT05380453,secukinumab,708822004,Secukinumab (substance),0.007,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
30452,NCT05382832,onabotulinumtoxina,444627005,OnabotulinumtoxinA (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30455,NCT05383183,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
30471,NCT05386108,abemaciclib,761851004,Abemaciclib (substance),0.0,"[255640000, 420898009]","['Biocide (substance)', 'Benzimidazole (substance)']",Biocide (substance)
30479,NCT05386810,msipv,63341008,Mevinphos (substance),13.8269,"[50352000, 255640000]","['Organic phosphorus compound (substance)', 'Biocide (substance)']",Organic phosphorus compound (substance)
30509,NCT05407324,cort113176,22941009,Cortodoxone (substance),12.1545,"[304275008, 79580006]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Adrenal hormone (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
30512,NCT05411900,abobotulinumtoxina,444619001,AbobotulinumtoxinA (substance),0.0028,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30513,NCT05411900,botulinum toxin type a,108890005,Botulinum toxin type A (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30514,NCT05411900,incobotulinumtoxina,703368006,IncobotulinumtoxinA (substance),0.0024,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30515,NCT05411900,onabotulinumtoxina,444627005,OnabotulinumtoxinA (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30520,NCT05412394,prednisolone,116601002,Prednisolone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
30523,NCT05414292,mechanistic target of rapamycin,387014003,Sirolimus (substance),6.4959,"[771577000, 59431004, 372823004]","['Lactam (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)']",Lactam (substance)
30524,NCT05414292,sirolimus,387014003,Sirolimus (substance),0.0,"[771577000, 59431004, 372823004]","['Lactam (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)']",Lactam (substance)
30527,NCT05417269,imcy-0141,713475001,Belatacept (substance),13.5064,"[372823004, 407073003]","['Immunosuppressant (substance)', 'Recombinant protein (substance)']",Immunosuppressant (substance)
30529,NCT05418010,natalizumab,414805007,Natalizumab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
30545,NCT05426304,agomelatin,698012009,Agomelatine (substance),7.4266,"[372720008, 417551008, 372614000]","['Antidepressant (substance)', 'Acetamide (substance)', 'Sedative (substance)']",Antidepressant (substance)
30546,NCT05426304,agomelatine,698012009,Agomelatine (substance),0.0024,"[372720008, 417551008, 372614000]","['Antidepressant (substance)', 'Acetamide (substance)', 'Sedative (substance)']",Antidepressant (substance)
30550,NCT05428215,17-beta-estradiol,126172005,Estradiol (substance),2.0233,"[304276009, 312263009]","['Estradiol and/or estradiol derivative (substance)', 'Sex hormone (substance)']",Estradiol and/or estradiol derivative (substance)
30553,NCT05429814,menthol,387414008,Menthol (substance),0.0063,"[373477003, 415710007]","['Local anesthetic (substance)', 'Terpene (substance)']",Local anesthetic (substance)
30554,NCT05430217,buspirone,387523009,Buspirone (substance),0.0044,"[123682001, 373282008, 372614000]","['Piperidine (substance)', 'Anxiolytic agent (substance)', 'Sedative (substance)']",Piperidine (substance)
30562,NCT05431543,lnz101,57899001,Zineb (substance),14.4882,"[41503000, 255640000]","['Zinc compound (substance)', 'Biocide (substance)']",Zinc compound (substance)
30583,NCT05432934,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
30585,NCT05434065,celecoxib,116081000,Celecoxib (substance),0.0,"[363549008, 373265006]","['Sulfone (substance)', 'Analgesic (substance)']",Sulfone (substance)
30587,NCT05434546,sepranolone,22941009,Cortodoxone (substance),12.1687,"[304275008, 79580006]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Adrenal hormone (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
30590,NCT05435781,hydrocortisone,396458002,Hydrocortisone (substance),0.0,"[304275008, 79580006]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Adrenal hormone (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
30591,NCT05435781,prednisolone,116601002,Prednisolone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
30596,NCT05439902,alfusozin,387560008,Alfentanil (substance),11.4921,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
30618,NCT05448209,paclitaxel,387374002,Paclitaxel (substance),0.0074,"[415710007, 373244000]","['Terpene (substance)', 'Immunologic agent (substance)']",Terpene (substance)
30639,NCT05455684,serotonin -,33635003,Serotonin (substance),2.1532,"[44719008, 35069000]","['Mediator of immune response (substance)', 'Neurotransmitter (substance)']",Mediator of immune response (substance)
30674,NCT05466279,benzodiazepines,372664007,Benzodiazepine (substance),5.7928,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
30675,NCT05466279,midazolam,373476007,Midazolam (substance),0.0044,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
30677,NCT05466279,remazolam,386984001,Triazolam (substance),8.6911,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
30679,NCT05466604,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
30682,NCT05466708,esketamine,785816006,Esketamine (substance),0.0,"[372720008, 59431004, 373265006]","['Antidepressant (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Antidepressant (substance)
30684,NCT05467397,sirolimus,387014003,Sirolimus (substance),0.0,"[771577000, 59431004, 372823004]","['Lactam (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)']",Lactam (substance)
30685,NCT05468073,human interleukin-2,897192009,Recombinant interleukin 2 (substance),3.6165,"[44719008, 407073003]","['Mediator of immune response (substance)', 'Recombinant protein (substance)']",Mediator of immune response (substance)
30688,NCT05470816,txa,11115001,Thromboxane A>2< (substance),8.4621,"[420220000, 31979005]","['Blood derivative (substance)', 'Fatty acid (substance)']",Blood derivative (substance)
30690,NCT05471063,amphotericin b colloidal dispersion,412088006,Amphotericin B liposome (substance),8.5977,"[372643008, 78447009]","['Amphotericin (substance)', 'Phospholipid (substance)']",Amphotericin (substance)
30703,NCT05477459,lysergic acid diethylamide,15698006,Lysergic acid diethylamide (substance),0.0,"[419614002, 373469002]","['Ergoline derivative (substance)', 'Hallucinogenic agent (substance)']",Ergoline derivative (substance)
30728,NCT05482334,recombinant human gm-csf,415246002,Recombinant human granulocyte colony stimulating factor (substance),5.0912,"[372559001, 407073003]","['Colony stimulating factor (substance)', 'Recombinant protein (substance)']",Colony stimulating factor (substance)
30729,NCT05482334,sargramostim,108967001,Sargramostim (substance),0.006,"[372559001, 407073003]","['Colony stimulating factor (substance)', 'Recombinant protein (substance)']",Colony stimulating factor (substance)
30731,NCT05482542,rabbit anti-thymocyte globulin,395855000,Rabbit anti-human T-lymphocyte globulin (substance),6.0989,"[112133008, 68498002, 372823004]","['Immunoglobulin (substance)', 'Antibody (substance)', 'Immunosuppressant (substance)']",Immunoglobulin (substance)
