,nct_id,canonical_aact_interventions,snomed_termid,aact_snomed_term_canonical_interventions,aact_cdist_interventions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
21010,NCT04112823,dexamethasone 16mg,734623002,Dexamethasone sodium metasulfobenzoate (substance),14.6154,"[304275008, 372688009, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Antineoplastic agent (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
21026,NCT04117178,donepezil,386855006,Donepezil (substance),0.0,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
21042,NCT04121403,rituximab,386919002,Rituximab (substance),0.0048,"[372688009, 106181007, 372823004]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)', 'Immunosuppressant (substance)']",Antineoplastic agent (substance)
21043,NCT04121403,cladribine,386916009,Cladribine (substance),0.0,"[372688009, 373244000]","['Antineoplastic agent (substance)', 'Immunologic agent (substance)']",Antineoplastic agent (substance)
21049,NCT04123873,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 372688009, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Antineoplastic agent (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
21050,NCT04123873,paracetamol,387517004,Paracetamol (substance),0.0,"[373265006, 31414002]","['Analgesic (substance)', 'Amide (substance)']",Analgesic (substance)
21051,NCT04123873,acetaminophen,387517004,Paracetamol (substance),0.002,"[373265006, 31414002]","['Analgesic (substance)', 'Amide (substance)']",Analgesic (substance)
21059,NCT04126135,cytisine,76283008,Cytisine (substance),0.0055,"[289941004, 372668005]","['Plant extract (substance)', 'Parasympathomimetic agent (substance)']",Plant extract (substance)
21063,NCT04127500,dexmedetomidine,437750002,Dexmedetomidine (substance),0.0,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
21066,NCT04127578,sirolimus,387014003,Sirolimus (substance),0.0,"[372688009, 59431004, 372823004, 31414002]","['Antineoplastic agent (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)', 'Amide (substance)']",Antineoplastic agent (substance)
21082,NCT04133233,aldesleukin,386917000,Aldesleukin (substance),0.0034,"[372688009, 106181007, 407073003]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)', 'Recombinant protein (substance)']",Antineoplastic agent (substance)
21083,NCT04133454,aav-htert,1156047000,Idecabtagene vicleucel (substance),13.94,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
21085,NCT04134416,donepezil,386855006,Donepezil (substance),0.0,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
21089,NCT04135677,rivaroxaban,442031002,Rivaroxaban (substance),0.0,"[372862008, 106205006, 31414002]","['Anticoagulant (substance)', 'Hemostasis related substance (substance)', 'Amide (substance)']",Anticoagulant (substance)
21090,NCT04136743,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 372688009, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Antineoplastic agent (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
21092,NCT04137198,sufentanil,49998007,Sufentanil (substance),0.0,"[373288007, 373265006]","['General anesthetic (substance)', 'Analgesic (substance)']",General anesthetic (substance)
21109,NCT04142840,dexmedetomidine,437750002,Dexmedetomidine (substance),0.0,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
21118,NCT04144933,"sevoflurane, sufentanil",49998007,Sufentanil (substance),9.7342,"[373288007, 373265006]","['General anesthetic (substance)', 'Analgesic (substance)']",General anesthetic (substance)
21145,NCT04148846,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 372688009, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Antineoplastic agent (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
21147,NCT04148846,ketoprofen,386832008,Ketoprofen (substance),0.0065,"[59431004, 373265006]","['Ketone (substance)', 'Analgesic (substance)']",Ketone (substance)
21153,NCT04149483,atorvastatin,373444002,Atorvastatin (substance),0.0,"[373267003, 300903003]","['Antilipemic agent (substance)', 'Azole (substance)']",Antilipemic agent (substance)
21157,NCT04150757,intranasal ketamine,373464007,Ketamine (substance),13.1505,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
21159,NCT04150913,anakinra,385549000,Anakinra (substance),0.0081,"[373244000, 407073003]","['Immunologic agent (substance)', 'Recombinant protein (substance)']",Immunologic agent (substance)
21160,NCT04150913,axicabtagene ciloleucel,764088001,Axicabtagene ciloleucel (substance),0.0,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
21161,NCT04151082,prednisone,116602009,Prednisone (substance),0.0028,"[304275008, 372688009, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Antineoplastic agent (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
21183,NCT04157933,009-a2,103086009,Cancer antigen 19-9 (substance),14.1965,"[259672007, 106181007]","['Biochemical tumor marker (substance)', 'Immunologic substance (substance)']",Biochemical tumor marker (substance)
21190,NCT04160611,midazolam 7.5mg,424521005,Midazolam maleate (substance),15.2565,"[373288007, 418183005]","['General anesthetic (substance)', 'Psychotropic agent (substance)']",General anesthetic (substance)
21191,NCT04161027,pregabalin 75mg,415160008,Pregabalin (substance),15.1242,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
21194,NCT04161144,sirolimus,387014003,Sirolimus (substance),0.0,"[372688009, 59431004, 372823004, 31414002]","['Antineoplastic agent (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)', 'Amide (substance)']",Antineoplastic agent (substance)
21198,NCT04161690,dexketoprofen trometamol,427618005,Dexketoprofen trometamol (substance),0.0,"[59431004, 373265006]","['Ketone (substance)', 'Analgesic (substance)']",Ketone (substance)
21199,NCT04161729,magnesium sulfate,387202002,Magnesium sulfate (substance),0.0,"[31539008, 372800002]","['Magnesium compound (substance)', 'Laxative (substance)']",Magnesium compound (substance)
21221,NCT04172558,trimix,372899008,Trimetrexate (substance),11.3058,"[372688009, 373244000]","['Antineoplastic agent (substance)', 'Immunologic agent (substance)']",Antineoplastic agent (substance)
21240,NCT04177706,ketamine hydrochloride,31706007,Ketamine hydrochloride (substance),0.0,"[373288007, 59431004, 373265006]","['General anesthetic (substance)', 'Ketone (substance)', 'Analgesic (substance)']",General anesthetic (substance)
21242,NCT04178005,cladribine,386916009,Cladribine (substance),0.0,"[372688009, 373244000]","['Antineoplastic agent (substance)', 'Immunologic agent (substance)']",Antineoplastic agent (substance)
21247,NCT04179266,ketamine,373464007,Ketamine (substance),0.0014,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
21262,NCT04185038,scri-carb7h3(s); b7h3-specific chimeric antigen receptor (car) t cel,764088001,Axicabtagene ciloleucel (substance),11.7404,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
21280,NCT04189107,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 372688009, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Antineoplastic agent (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
21290,NCT04193527,datscan™ ioflupane (123i) injection,428122004,Ioflupane (123-I) (substance),10.4399,"[89457008, 439718001]","['Radioactive isotope (substance)', 'Aza compound (substance)']",Radioactive isotope (substance)
21292,NCT04196946,25 mcg fentanyl,373492002,Fentanyl (substance),13.9587,"[373288007, 373265006]","['General anesthetic (substance)', 'Analgesic (substance)']",General anesthetic (substance)
21293,NCT04196946,250 mcg alfentanil,96184001,Alfentanil hydrochloride (substance),13.9991,"[373288007, 373265006]","['General anesthetic (substance)', 'Analgesic (substance)']",General anesthetic (substance)
21301,NCT04200066,"temozolomide, tamoxifen, maprotiline",387009002,Temozolomide (substance),10.3938,"[373244000, 372688009]","['Immunologic agent (substance)', 'Antineoplastic agent (substance)']",Immunologic agent (substance)
21303,NCT04200911,sirolimus,387014003,Sirolimus (substance),0.0,"[372688009, 59431004, 372823004, 31414002]","['Antineoplastic agent (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)', 'Amide (substance)']",Antineoplastic agent (substance)
21311,NCT04202757,[21cfr640.30] plasma from 18 - 25 year old volunteer donors,711428009,Autologous fluid containing progenitor cells (substance),13.9473,"[414265000, 15879007]","['Fluid containing hemopoietic stem cells (substance)', 'Autograft (substance)']",Fluid containing hemopoietic stem cells (substance)
21318,NCT04205539,dexmedetomidine,437750002,Dexmedetomidine (substance),0.0,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
21323,NCT04205890,ketamine,373464007,Ketamine (substance),0.0014,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
21332,NCT04212793,bevacizumab-irdye800cw,409406007,Bevacizumab (substance),11.305,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
21344,NCT04220125,ketamine group,373464007,Ketamine (substance),9.6653,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
21345,NCT04220125,midazolam injection,84213009,Midazolam hydrochloride (substance),12.662,"[373288007, 418183005]","['General anesthetic (substance)', 'Psychotropic agent (substance)']",General anesthetic (substance)
21346,NCT04220190,rapa-501 autologous t cells,764085003,Tisagenlecleucel (substance),13.3464,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
21358,NCT04225221,micronized progesterone,769098005,Medrogestone (substance),10.3547,"[304275008, 419430000]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Synthetic progestogen (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
21360,NCT04225221,leuprolide acetate,70562007,Leuprorelin acetate (substance),0.0065,"[372688009, 49869009]","['Antineoplastic agent (substance)', 'Gonadotropin releasing factor (substance)']",Antineoplastic agent (substance)
21361,NCT04225312,personalized extended interval dosing of natalizumab,414805007,Natalizumab (substance),11.7009,"[106181007, 372823004]","['Immunologic substance (substance)', 'Immunosuppressant (substance)']",Immunologic substance (substance)
21363,NCT04226170,das-001,716016006,Daratumumab (substance),13.1258,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
21366,NCT04226547,non-vitamin k oral antagonists,65183007,Vitamin K and/or vitamin K derivative (substance),12.1809,"[226355009, 59431004]","['Nutrients (substance)', 'Ketone (substance)']",Nutrients (substance)
21370,NCT04227093,acetazolamide,372709008,Acetazolamide (substance),0.0044,"[372695000, 31414002]","['Diuretic (substance)', 'Amide (substance)']",Diuretic (substance)
21381,NCT04230681,fentanyl,373492002,Fentanyl (substance),0.0,"[373288007, 373265006]","['General anesthetic (substance)', 'Analgesic (substance)']",General anesthetic (substance)
21392,NCT04233437,cyp cocktail,608772009,Cocktail (substance),12.9447,"[226465004, 419442005]","['Drinks (substance)', 'Ethanol (substance)']",Drinks (substance)
21393,NCT04233437,transporter cocktail,608772009,Cocktail (substance),11.5484,"[226465004, 419442005]","['Drinks (substance)', 'Ethanol (substance)']",Drinks (substance)
21395,NCT04234776,ketamine,373464007,Ketamine (substance),0.0014,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
21405,NCT04237987,aldesleukin,386917000,Aldesleukin (substance),0.0034,"[372688009, 106181007, 407073003]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)', 'Recombinant protein (substance)']",Antineoplastic agent (substance)
21406,NCT04237987,human interleukin-2,897192009,Recombinant interleukin 2 (substance),3.6165,"[372688009, 106181007, 407073003]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)', 'Recombinant protein (substance)']",Antineoplastic agent (substance)
21409,NCT04238416,lactulose,273945008,Lactulose (substance),0.0,"[226355009, 372800002]","['Nutrients (substance)', 'Laxative (substance)']",Nutrients (substance)
21414,NCT04240314,scaav9.u7.acca,707872004,Ribonucleic acid of Coxsackievirus A9 (substance),13.2672,"[27888000, 117174000]","['Ribonucleic acid (substance)', 'Nucleic acid sequence with relative specificity for microorganism (substance)']",Ribonucleic acid (substance)
21418,NCT04242914,ketamine,373464007,Ketamine (substance),0.0014,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
21419,NCT04242914,midazolam,373476007,Midazolam (substance),0.0,"[373288007, 418183005]","['General anesthetic (substance)', 'Psychotropic agent (substance)']",General anesthetic (substance)
21428,NCT04245592,refined olive oil,713336009,Olive oil refined (substance),4.0129,"[288841007, 226355009, 21847005]","['Patch test substance (substance)', 'Nutrients (substance)', 'Oil (substance)']",Patch test substance (substance)
