,nct_id,linkbert_snomed_term_canonical_conditions,linkbert_top_concept_canonical_first_conditions
16210,NCT05191719,Peripheral facial palsy (disorder)|Hyperkinesis with developmental delay (disorder)|Hyperkinetic syndrome with developmental delay (disorder),Peripheral nerve disease (disorder)|Disorders of attention and motor control (disorder)|Hyperkinetic syndrome with developmental delay (disorder)
16211,NCT05192200,Idiopathic dermatomyositis (disorder)|Dermatomyositis (disorder),Inflammation of skin and/or subcutaneous tissue (disorder)
16212,NCT05192304,Schizophrenia (disorder),Schizophrenia (disorder)
16213,NCT05192382,Acromegaly (disorder),Disorder of endocrine system (disorder)
16214,NCT05193578,Antipsychotic treatment|Diabetes mellitus (disorder)|Metabolic syndrome X (disorder)|Neuroleptic poisoning (disorder)|Obesity (disorder)|Impaired glucose tolerance (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Antipsychotic treatment|Disorder of glucose metabolism (disorder)|Metabolic syndrome X (disorder)|Poisoning (disorder)|Obesity (disorder)|Disorder of glucose regulation (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
16215,NCT05193994,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
16216,NCT05194124,Obesity due to melanocortin 4 receptor deficiency (disorder),Obesity (disorder)
16217,NCT05194163,Amnestic mild cognitive disorder (disorder)|Non-amnestic Alzheimer disease (disorder),Cognitive disorder (disorder)|Alzheimer's disease (disorder)
16218,NCT05195034,"Treatment-emergent central sleep apnea (disorder)|Delirium (disorder)|Neoplasm of uncertain or unknown behavior of brain, supratentorial (disorder)|Neoplastic disease (disorder)",Sleep disorder (disorder)|Confusional state (disorder)|Neoplastic disease (disorder)
16219,NCT05195775,Duchenne muscular dystrophy (disorder),Congenital malformation (disorder)
16220,NCT05195996,Traumatic brain injury (disorder)|Cerebral trauma (disorder)|Multiple traumatic injuries (disorder)|Concussion injury of brain (disorder),Traumatic brain injury (disorder)|Multiple traumatic injuries (disorder)
16221,NCT05196191,Penile prosthesis infection (disorder)|Malposition of penile prosthesis (disorder),Disorder of the genitourinary system (disorder)
16222,NCT05196256,Low blood pressure (disorder)|Desultory labor (disorder)|Pain|Pregnancy of unknown location (disorder),Low blood pressure (disorder)|Disorder of pregnancy (disorder)|Pain
16223,NCT05196308,Erectile dysfunction (disorder),Sexual disorder (disorder)
16224,NCT05196425,Multiple sclerosis (disorder)|Optic neuritis (disorder),Multiple sclerosis (disorder)|Disorder of optic nerve (disorder)
16225,NCT05196503,Chronic pain syndrome (disorder)|Displacement of intervertebral disc (disorder)|Cranial neuralgia (disorder)|Neurological pain disorder (disorder)|Lumbar post-laminectomy syndrome (disorder)|Chronic peripheral neuropathic pain following peripheral nerve injury (disorder)|Chronic pain following surgical procedure for cancer (disorder),Chronic pain syndrome (disorder)|Disorder of connective tissue (disorder)|Cranial neuralgia (disorder)|Neurological pain disorder (disorder)|Perioperative complication (disorder)|Peripheral nerve disease (disorder)
16226,NCT05197309,Anorexia nervosa (disorder)|Eating disorder (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
16227,NCT05197439,Dbs|Stimulation of muscle pocket due to and after implantation of automatic cardiac defibrillator (disorder)|Delirium (disorder)|Parkinson's disease (disorder),Dbs|Disorder of cardiovascular prostheses and implants (disorder)|Confusional state (disorder)|Parkinsonism (disorder)
16228,NCT05198362,Prader-Willi syndrome (disorder)|Prader-Willi-like syndrome (disorder),Disorder of endocrine system (disorder)|Obesity (disorder)
16229,NCT05199194,Ischemic stroke (disorder)|Cerebral ischemic stroke due to occlusion of extracranial large artery (disorder)|Anterior cord syndrome (disorder),Cerebrovascular accident (disorder)|Spinal cord disorder (disorder)
16230,NCT05199688,Myelin oligodendrocyte glycoprotein antibody-associated disease (disorder)|Neuromyelitis optica (disorder),Myelin oligodendrocyte glycoprotein antibody-associated disease (disorder)|Disorder of optic nerve (disorder)
16231,NCT05199727,Ed|Erectile dysfunction (disorder),Ed|Sexual disorder (disorder)
16232,NCT05200104,Adrenoleukodystrophy (disorder)|Adrenomyeloneuropathy (disorder),Disorder of endocrine system (disorder)
16233,NCT05200208,Alzheimer's disease (disorder)|Age-associated memory impairment (disorder)|Cognitive disorder (disorder)|Organic memory impairment (disorder)|Mild neurocognitive disorder (disorder)|Dyssomnia (disorder),Alzheimer's disease (disorder)|Organic memory impairment (disorder)|Cognitive disorder (disorder)|Sleep disorder (disorder)
16234,NCT05201313,Second degree perineal laceration (disorder)|Lac|Laceration of perineum (disorder)|Prolonged pregnancy (disorder)|Trauma to vagina during delivery (disorder),Disorder of pregnancy (disorder)|Lac|Wound (disorder)
16235,NCT05201560,Infectious disease (disorder)|Ventilator-associated lung injury (disorder),Infectious disease (disorder)|Injury of trunk (disorder)
16236,NCT05201638,Progressive relapsing multiple sclerosis (disorder),Multiple sclerosis (disorder)
16237,NCT05202574,Perinatal disorder due to cesarean section (disorder)|Functional nausea (disorder)|Post dural puncture headache (disorder)|Nausea and vomiting in pregnancy (disorder)|Vomiting (disorder),Complication of surgical procedure (disorder)|Disorder of gastrointestinal tract (disorder)|Headache disorder (disorder)|Disorder of upper digestive tract (disorder)
16238,NCT05202899,Inanition (disorder)|Treatment-emergent central sleep apnea (disorder)|Neuromuscular block,Nutritional disorder (disorder)|Sleep disorder (disorder)|Neuromuscular block
16239,NCT05204069,Psychophysical visual disturbance (disorder),Visual disturbance (disorder)
16240,NCT05204407,Schizophrenia (disorder),Schizophrenia (disorder)
16241,NCT05204641,Constipation - functional (disorder)|Parkinson's disease (disorder)|Essential tremor (disorder),Disorder of digestive organ (disorder)|Parkinsonism (disorder)|Essential tremor (disorder)
16242,NCT05206149,Hypocortisolism secondary to another disorder (disorder)|Arginine vasopressin-related polyuria (disorder)|Growth hormone deficiency (disorder)|Hypopituitarism (disorder)|Adrenocorticotropic hormone deficiency (disorder),Disorder of endocrine system (disorder)|Arginine vasopressin-related polyuria (disorder)
16243,NCT05206435,Methadone dependence (disorder),Substance dependence (disorder)
16244,NCT05206487,Cirrhosis of liver (disorder)|Dys|He|Hepatic encephalopathy (disorder)|Portal hypertension (disorder)|Tips,Disorder of digestive organ (disorder)|Dys|He|Metabolic encephalopathy (disorder)|Disorder of blood vessel (disorder)|Tips
16245,NCT05206513,Cerebral palsy (disorder)|Chorea (disorder)|Psychogenic dyskinesia (disorder)|Movement disorder (disorder),Paralytic syndrome (disorder)|Chorea (disorder)|Dissociative disorder (disorder)|Movement disorder (disorder)
16246,NCT05206773,Acute abdomen (disorder)|Fabry's disease (disorder)|Neuropathy (disorder)|Abdominal neuropathy (disorder),Acute abdomen (disorder)|Hereditary metabolic disease (disorder)|Neuropathy (disorder)|Peripheral nerve disease (disorder)
16247,NCT05207436,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
16248,NCT05207865,Episodic migraine (disorder),Disorder of blood vessel (disorder)
16249,NCT05208190,Schizophrenia (disorder)|Traumatic injury due to assault (disorder),Schizophrenia (disorder)|Traumatic injury due to assault (disorder)
16250,NCT05208281,Mucopolysaccharidosis type II (disorder),Hereditary metabolic disease (disorder)
16251,NCT05208814,Renal insufficiency (disorder),Disorder of the genitourinary system (disorder)
16252,NCT05208840,Primary progressive multiple sclerosis (disorder)|Leptomeningitis (disorder)|Lm|Multiple sclerosis (disorder),Multiple sclerosis (disorder)|Meningitis (disorder)|Lm
16253,NCT05208918,Chronic pain syndrome (disorder)|Herpes zoster (disorder)|Rheumatism (disorder)|Postherpetic neuralgia (disorder)|Pain|Trigeminal neuralgia (disorder),Chronic pain syndrome (disorder)|Infectious disease (disorder)|Rheumatism (disorder)|Postinfectious neuralgia (disorder)|Pain|Cranial neuralgia (disorder)
16254,NCT05209035,Alzheimer's disease (disorder)|Amnestic mild cognitive disorder (disorder)|Mild neurocognitive disorder (disorder)|Obstructive sleep apnea syndrome (disorder),Alzheimer's disease (disorder)|Cognitive disorder (disorder)|Sleep disorder (disorder)
16255,NCT05210621,Primary progressive multiple sclerosis (disorder)|Progressive multiple sclerosis (disorder)|Secondary progressive multiple sclerosis (disorder),Multiple sclerosis (disorder)|Chronic nervous system disorder (disorder)
16256,NCT05211063,Visual snow syndrome (disorder)|Digital|Glaucoma (disorder)|Mood disorder (disorder)|Middle insomnia (disorder),Visual snow syndrome (disorder)|Digital|Disorder of eye region (disorder)|Mood disorder (disorder)|Sleep disorder (disorder)
16257,NCT05211635,Nutritional deficiency disorder (disorder)|Visual impairment (disorder)|Functional disorder (disorder)|Hormone receptor negative neoplasm (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Nutritional disorder (disorder)|Visual impairment (disorder)|Functional disorder (disorder)|Neoplastic disease (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
16258,NCT05211947,Schizophrenia (disorder),Schizophrenia (disorder)
16259,NCT05211986,Osteoarthritis of knee (disorder)|Muscle atrophy (disorder),Disorder of skeletal system (disorder)|Degenerative disorder of muscle (disorder)
16260,NCT05212298,Insomnia (disorder)|Middle insomnia (disorder)|Leudet's tinnitus (disorder)|Noise-induced tinnitus (disorder),"Sleep disorder (disorder)|Ear, nose and throat disorder (disorder)"
16261,NCT05212493,Aggressive unsocial conduct disorder (disorder)|Anxiety disorder (disorder)|Pervasive developmental disorder (disorder)|Epilepsy (disorder)|Attention deficit hyperactivity disorder (disorder)|Traumatic injury due to assault (disorder),Developmental mental disorder (disorder)|Anxiety disorder (disorder)|Seizure disorder (disorder)|Disorders of attention and motor control (disorder)|Traumatic injury due to assault (disorder)
16262,NCT05212571,Complex regional pain syndrome (disorder)|Complex regional pain syndrome type I (disorder)|Pain|Chronic pain syndrome (disorder),Chronic pain syndrome (disorder)|Pain
16263,NCT05213143,Schizophrenia (disorder),Schizophrenia (disorder)
16264,NCT05213169,Chronic brain syndrome (disorder)|Cognitive disorder (disorder)|Doc|Severe multiple injuries (disorder),Chronic nervous system disorder (disorder)|Cognitive disorder (disorder)|Doc|Multiple traumatic injuries (disorder)
16265,NCT05213832,Sah|Subarachnoid intracranial hemorrhage (disorder),Sah|Intracranial hemorrhage (disorder)
16266,NCT05214222,Squamous cell carcinoma of esophagus (disorder),Disorder of upper digestive tract (disorder)
16267,NCT05214287,Parkinson's disease (disorder)|Pd,Parkinsonism (disorder)|Pd
16268,NCT05215158,Strabismus following ocular surgery (disorder),Perioperative complication (disorder)
16269,NCT05215197,Cochlear otosclerosis (disorder)|Fibrosis of the skin (disorder)|Traumatic injury (disorder),"Ear, nose and throat disorder (disorder)|Disorder of skin (disorder)|Traumatic injury (disorder)"
16270,NCT05216211,Benign intracranial hypertension (disorder),Benign intracranial hypertension (disorder)
16271,NCT05216614,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder)|Parosmia (disorder),Infectious disease (disorder)|Sensory disorder (disorder)
16272,NCT05216770,Laryngeal dystonia (disorder)|Dysphonia of organic tremor (disorder),"Ear, nose and throat disorder (disorder)|Communication disorder (disorder)"
16273,NCT05217498,Incomplete spinal cord injury (disorder)|Spinal cord injury (disorder),Spinal cord disorder (disorder)
16274,NCT05217628,Nervus intermedius neuralgia (disorder)|Pain|Trigeminal neuralgia (disorder),Cranial neuralgia (disorder)|Pain
16275,NCT05217706,Depressive disorder (disorder)|Suicidal poisoning (disorder)|Treatment resistant depression (disorder),Depressive disorder (disorder)|Poisoning (disorder)
16276,NCT05217927,Episodic migraine (disorder),Disorder of blood vessel (disorder)
16277,NCT05218018,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
16278,NCT05218096,Generalized myasthenia (disorder)|Gmg,Autoimmune disease (disorder)|Gmg
16279,NCT05218577,Pervasive developmental disorder (disorder),Developmental mental disorder (disorder)
16280,NCT05218668,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
16281,NCT05219006,Dissociative neurological symptom disorder (disorder)|Seizure disorder (disorder),Dissociative disorder (disorder)|Seizure disorder (disorder)
16282,NCT05219175,Co -|Opioid abuse (disorder)|Organic mental disorder caused by opioid (disorder)|Opioid withdrawal syndrome (disorder)|Psychotic disorder with delusions caused by opioid (disorder)|Posttraumatic stress disorder (disorder),Co -|Substance abuse (disorder)|Organic mental disorder caused by opioid (disorder)|Opioid withdrawal syndrome (disorder)|Anxiety disorder (disorder)
16283,NCT05219357,Acute stress disorder (disorder),Anxiety disorder (disorder)
16284,NCT05219617,Cursive (running) epilepsy (disorder)|Lennox-Gastaut syndrome (disorder)|Seizure disorder (disorder),Seizure disorder (disorder)
16285,NCT05220319,Acute abdomen (disorder)|Muscle atrophy (disorder)|Postoperative complication (disorder)|Loss of teeth due to extraction (disorder),Acute abdomen (disorder)|Degenerative disorder of muscle (disorder)|Perioperative complication (disorder)|Disorder of upper digestive tract (disorder)
16286,NCT05221892,Kinetosis|Peripheral vertigo (disorder),"Kinetosis|Ear, nose and throat disorder (disorder)"
16287,NCT05222178,Dihydropteridine reductase deficiency (disorder)|Phenylketonuria (disorder),Hereditary metabolic disease (disorder)
16288,NCT05222334,Arthrofibrosis of joint of shoulder region (disorder),Disorder of skeletal system (disorder)
16289,NCT05223010,Stress reaction with psychomotor agitation (disorder)|Inguinal hernia (disorder),Adjustment disorder (disorder)|Hernia of anterior abdominal wall (disorder)
