,nct_id,aact_snomed_term_canonical_interventions,aact_top_concept_canonical_first_interventions
13315,NCT03557294,Varenicline tartrate (substance),Parasympathomimetic agent (substance)
13316,NCT03557684,Leucine (substance)|Substance (substance)|Lipopolysaccharide (substance),Nutrients (substance)|Substance (substance)
13317,NCT03557931,Ziprasidone (substance)|Paliperidone (substance)|Aripiprazole (substance)|Vecuronium bromide (substance)|Brexpiprazole (substance)|Risperidone (substance)|Lurasidone (substance)|Olanzapine (substance)|Quetiapine (substance),Psychotropic agent (substance)|Nondepolarizing agent (substance)
13318,NCT03558269,Syngraft (substance),Syngraft (substance)
13319,NCT03558516,Sodium chloride solution (substance)|Magnesium compound (substance),Sodium chloride solution (substance)|Magnesium compound (substance)
13320,NCT03558958,Platinum-188 (substance),Radioactive isotope (substance)
13321,NCT03559114,Dalteparin (substance)|Sodium chloride solution (substance),Anticoagulant (substance)|Sodium chloride solution (substance)
13322,NCT03559257,Galcanezumab (substance),Immunologic substance (substance)
13323,NCT03559426,Protracted antidepressant withdrawal syndrome (disorder)|Anti-psychotic agent (substance),Antidepressant withdrawal syndrome (disorder)|Psychotropic agent (substance)
13324,NCT03559985,Paracetamol (substance),Analgesic (substance)
13325,NCT03560245,Bryonin (substance),Plant extract (substance)
13326,NCT03560349,Lidocaine hydrochloride anhydrous (substance),Local anesthetic (substance)
13327,NCT03560375,Empagliflozin (substance),Empagliflozin (substance)
13328,NCT03560960,Pramlintide acetate (substance),Pramlintide acetate (substance)
13329,NCT03562494,Recombinant non-replicating chimpanzee adenovirus vector encoding severe acute respiratory syndrome coronavirus 2 spike protein (substance),Recombinant non-replicating chimpanzee adenovirus vector encoding severe acute respiratory syndrome coronavirus 2 spike protein (substance)
13330,NCT03564132,Dhat (disorder),Dhat (disorder)
13331,NCT03565068,Silver point (substance)|Carbidopa (substance),Silver point (substance)|Catecholamine (substance)
13332,NCT03566017,Pegaspargase (substance),Antineoplastic agent (substance)
13333,NCT03566303,Warfarin (substance)|Rivaroxaban (substance),Anticoagulant (substance)
13334,NCT03566394,Gabapentin (substance),Nutrients (substance)
13335,NCT03566589,Lactobacillus plantarum (substance),Bacterial agent (substance)
13336,NCT03567057,Recombinant non-replicating human adenovirus 26 vector encoding severe acute respiratory syndrome coronavirus 2 spike protein (substance),Recombinant non-replicating human adenovirus 26 vector encoding severe acute respiratory syndrome coronavirus 2 spike protein (substance)
13337,NCT03567291,Antigen of live attenuated Mumps orthorubulavirus Jeryl-Lynn RIT 4385 strain (substance),Immunologic substance (substance)
13338,NCT03567447,Droxidopa (substance)|Substance (substance),Amino acid derivative (substance)|Substance (substance)
13339,NCT03567681,Loxapine succinate (substance),Psychotropic agent (substance)
13340,NCT03568175,Probucol (substance),Polyphenol (substance)
13341,NCT03568500,Quetiapine (substance)|Olanzapine (substance)|Aripiprazole (substance)|Risperidone (substance),Psychotropic agent (substance)
13342,NCT03568890,Clopidogrel hydrochloride (substance)|Rivaroxaban (substance)|Bleeding due to aspirin therapy (disorder),Clopidogrel hydrochloride (substance)|Anticoagulant (substance)|Bleeding due to aspirin therapy (disorder)
13343,NCT03568968,Nicotinamide mononucleotide (substance),Nicotinamide mononucleotide (substance)
13344,NCT03569579,Memantine (substance)|Donepezil (substance),Memantine (substance)|Ketone (substance)
13345,NCT03569631,Probucol (substance),Polyphenol (substance)
13346,NCT03570450,Fluid containing adipose tissue derived mesenchymal stem cells (substance),Fluid containing adipose tissue derived mesenchymal stem cells (substance)
13347,NCT03571256,Antigen of live attenuated Mumps orthorubulavirus Jeryl-Lynn RIT 4385 strain (substance),Immunologic substance (substance)
13348,NCT03571594,Ticarcillin disodium (substance)|Octreotide (substance),Amide (substance)|Octreotide (substance)
13349,NCT03572257,Quetiapine (substance),Psychotropic agent (substance)
13350,NCT03572686,Combined rhegmatogenous and tractional retinal detachment due to proliferative diabetic retinopathy (disorder)|Ropivacaine hydrochloride monohydrate (substance)|Ropivacaine hydrochloride anhydrous (substance),Combined rhegmatogenous and tractional retinal detachment due to proliferative diabetic retinopathy (disorder)|Local anesthetic (substance)
13351,NCT03572790,Prucalopride (substance)|Substance (substance),Laxative (substance)|Substance (substance)
13352,NCT03573297,Cariprazine (substance),Cariprazine (substance)
13353,NCT03573349,Ketamine (substance),Ketone (substance)
13354,NCT03573999,Mannitol (substance)|Sodium chloride solution (substance),Nutrients (substance)|Sodium chloride solution (substance)
13355,NCT03574428,"G protein subunit alpha o1-related developmental delay, seizures, movement disorder spectrum (disorder)","G protein subunit alpha o1-related developmental delay, seizures, movement disorder spectrum (disorder)"
13356,NCT03575000,Bromocriptine (substance),Ergoline derivative (substance)
13357,NCT03575195,Rifaximin (substance),Rifaximin (substance)
13358,NCT03575390,Pomegranate (substance),Fruit (substance)
13359,NCT03575676,Somnambulism co-occurrent with sleep terror disorder (disorder),Somnambulism co-occurrent with sleep terror disorder (disorder)
13360,NCT03576001,Testosterone (substance)|Testosterone undecanoate (substance),Testosterone and/or testosterone derivative (substance)
13361,NCT03576638,Carbidopa anhydrous (substance)|Mood disorder with mixed depressive and manic symptoms caused by stimulant (disorder),Catecholamine (substance)|Mood disorder with mixed depressive and manic symptoms caused by stimulant (disorder)
13362,NCT03576664,Carvedilol (substance),Carvedilol (substance)
13363,NCT03576820,Lidocaine (substance),Local anesthetic (substance)
13364,NCT03576911,Ubidecarenone (substance),Ketone (substance)
13365,NCT03578354,Atenolol (substance)|Fampridine (substance)|Substance (substance),Atenolol (substance)|Fampridine (substance)|Substance (substance)
13366,NCT03578783,Annexin A7 (substance),Annexin A7 (substance)
13367,NCT03579693,Ubidecarenone (substance)|Nicotinamide mononucleotide (substance),Ketone (substance)|Nicotinamide mononucleotide (substance)
13368,NCT03580525,Nicotine bitartrate (substance)|Nicotine bitartrate dihydrate (substance),Parasympathomimetic agent (substance)
13369,NCT03581305,Carbon-11 (substance)|Fluorodopa (18-F) (substance),Radioactive isotope (substance)
13370,NCT03582085,Antigen of live attenuated Mycobacterium bovis (substance)|Sodium chloride solution (substance),Immunologic substance (substance)|Sodium chloride solution (substance)
13371,NCT03582137,Cannabidiol (substance),Psychotropic agent (substance)
13372,NCT03582267,Docosahexaenoic acid (substance),Nutrients (substance)
13373,NCT03582293,Tranexamic acid (substance),Hemostatic agent (substance)
13374,NCT03582488,Flortaucipir (18-F) (substance),Radioactive isotope (substance)
13375,NCT03582800,Thiosulfate salt (substance),Thiosulfate salt (substance)
13376,NCT03583112,Dapoxetine (substance),Psychotropic agent (substance)
13377,NCT03585257,Iodinated (125-I) albumin (substance),Radioactive isotope (substance)
13378,NCT03585569,AbobotulinumtoxinA (substance),Bacterial agent (substance)
13379,NCT03585868,Flavonoid (substance),Flavonoid (substance)
13380,NCT03585907,"Macrocephaly, intellectual disability, neurodevelopmental disorder, small thorax syndrome (disorder)|Methylenedioxyamphetamine (substance)",Seizure disorder (disorder)|Psychotropic agent (substance)
13381,NCT03586089,Phenobarbital sodium (substance),Phenobarbital sodium (substance)
13382,NCT03586557,Corticosteroid and/or corticosteroid derivative (substance),Corticosteroid and/or corticosteroid derivative (substance)
13383,NCT03587207,Antigen of Neisseria meningitidis serogroup A capsular polysaccharide conjugated to Corynebacterium diphtheriae toxoid protein (substance)|Brexucabtagene autoleucel (substance)|Antigen of Neisseria meningitidis serogroup W135 capsular oligosaccharide conjugated to Corynebacterium diphtheriae cross-reacting material 197 protein (substance),Immunologic substance (substance)|Antineoplastic agent (substance)
13384,NCT03587220,Capsaicin (substance)|Substance (substance)|Lidocaine (substance),Amide (substance)|Substance (substance)|Local anesthetic (substance)
13385,NCT03587376,Trabectedin (substance),Trabectedin (substance)
13386,NCT03587441,Neostigmine methylsulfate (substance)|Glucose (substance),Parasympathomimetic agent (substance)|Nutrients (substance)
13387,NCT03587649,Flutemetamol (18-F) (substance),Radioactive isotope (substance)
13388,NCT03588689,Ropivacaine (substance),Local anesthetic (substance)
13389,NCT03589066,Latamoxef disodium (substance),Amide (substance)
13390,NCT03589105,Ocrelizumab (substance),Immunologic substance (substance)
13391,NCT03589898,Gabapentin (substance),Nutrients (substance)
13392,NCT03589976,Sirolimus (substance),Antineoplastic agent (substance)
13393,NCT03590197,Skatole (substance),Skatole (substance)
13394,NCT03592121,B*1301 (substance),Gene (substance)
13395,NCT03593213,Cariprazine (substance),Cariprazine (substance)
13396,NCT03593473,Oxytocin (substance),Oxytocin (substance)
13397,NCT03594123,Brexpiprazole (substance),Psychotropic agent (substance)
13398,NCT03594487,Tinned fruit pie filling (substance),Fruit (substance)
13399,NCT03594552,Benoxaprofen (substance),Analgesic (substance)
13400,NCT03594656,Sev (substance),Savory food (substance)
13401,NCT03595774,Red beet extract (substance),Red beet extract (substance)
13402,NCT03595826,Psychostimulant (substance),Psychotropic agent (substance)
13403,NCT03596775,Sodium chloride solution (substance)|Dexmedetomidine (substance),Sodium chloride solution (substance)|Azole (substance)
13404,NCT03597529,Melatonin (substance),Azole (substance)
13405,NCT03597555,Sodium oxybate (substance),General anesthetic (substance)
13406,NCT03597919,Antigen of inactivated whole Human poliovirus (substance),Immunologic substance (substance)
13407,NCT03598140,Sildenafil citrate (substance),Amide (substance)
13408,NCT03598413,N-3 fatty acid (substance),Essential fatty acid (substance)
13409,NCT03599245,Ocrelizumab (substance),Immunologic substance (substance)
13410,NCT03599609,Simvastatin (substance),Antilipemic agent (substance)
13411,NCT03599726,Donepezil (substance),Ketone (substance)
13412,NCT03600454,General anesthetic (substance)|Early neonatal disorder due to maternal epidural anesthesia during labor (disorder)|Paralysis due to lesion of spinal cord (disorder),General anesthetic (substance)|Early neonatal disorder due to maternal epidural anesthesia during labor (disorder)|Paralysis due to lesion of spinal cord (disorder)
13413,NCT03600727,Dexmedetomidine (substance)|Propofol (substance),Azole (substance)|General anesthetic (substance)
13414,NCT03600766,Mirabegron (substance),Mirabegron (substance)
13415,NCT03600805,Prednisone (substance)|Sarilumab (substance),Corticosteroid and/or corticosteroid derivative (substance)|Immunologic substance (substance)
13416,NCT03601169,Bismuth-205 (substance),Radioactive isotope (substance)
13417,NCT03601494,Drug or medicament (substance),Drug or medicament (substance)
13418,NCT03602014,Droxidopa (substance)|Substance (substance),Amino acid derivative (substance)|Substance (substance)
13419,NCT03603288,Idebenone (substance),Ketone (substance)
13420,NCT03603665,Nebivolol hydrochloride (substance),Nebivolol hydrochloride (substance)
13421,NCT03603678,Mezlocillin sodium (substance),Amide (substance)
13422,NCT03605147,Carboxyhemoglobin (substance),Carboxyhemoglobin (substance)
13423,NCT03605238,Antigen of Streptococcus pneumoniae Danish serotype 19F capsular polysaccharide conjugated to Corynebacterium diphtheriae toxoid protein (substance),Immunologic substance (substance)
13424,NCT03605342,Buprenorphine (substance),Analgesic (substance)
13425,NCT03605667,Drometrizole (substance),Patch test substance (substance)
13426,NCT03606356,OnabotulinumtoxinA (substance),Bacterial agent (substance)
13427,NCT03606460,Ocrelizumab (substance),Immunologic substance (substance)
13428,NCT03606473,Dexamfetamine (substance),Psychotropic agent (substance)
13429,NCT03607331,Citalopram (substance),Psychotropic agent (substance)
13430,NCT03607851,"Lacosamide (substance)|Glucuronyl-N-acetylgalactosaminylproteoglycan beta-1,4-N-acetylgalactosaminyltransferase (substance)","Amino acid derivative (substance)|Glucuronyl-N-acetylgalactosaminylproteoglycan beta-1,4-N-acetylgalactosaminyltransferase (substance)"
13431,NCT03608371,Carbenicillin disodium (substance),Amide (substance)
13432,NCT03608696,Buprenorphine (substance),Analgesic (substance)
13433,NCT03610139,Colecalciferol (substance),Nutrients (substance)
13434,NCT03611439,Reboxetine mesilate (substance),Psychotropic agent (substance)
13435,NCT03611478,Live yogurt (substance),Live yogurt (substance)
13436,NCT03611569,Argon-42 (substance),Radioactive isotope (substance)
13437,NCT03612401,Mirabegron (substance),Mirabegron (substance)
13438,NCT03612960,Electronic cigarette liquid containing nicotine (substance),Electronic cigarette liquid (substance)
13439,NCT03613129,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (substance),Immunologic substance (substance)
13440,NCT03613181,Bestiality (disorder)|Silver-105 (substance),Bestiality (disorder)|Radioactive isotope (substance)
13441,NCT03613558,Dexmedetomidine (substance),Azole (substance)
13442,NCT03613571,Interleukin-6 (substance),Immunologic substance (substance)
13443,NCT03614234,Pegaspargase (substance),Antineoplastic agent (substance)
13444,NCT03614403,Vitamin D and/or vitamin D derivative (substance)|Ergocalciferol (substance),Nutrients (substance)
13445,NCT03614663,Axicabtagene ciloleucel (substance)|Substance (substance),Antineoplastic agent (substance)|Substance (substance)
