,nct_id,linkbert_snomed_term_canonical_interventions,linkbert_top_concept_canonical_first_interventions
12195,NCT03548584,Brexpiprazole (substance)|Pl-12 antibody (substance),Brexpiprazole (substance)|Antibody (substance)
12196,NCT03549325,Ciprofloxacin (substance),Ciprofloxacin (substance)
12197,NCT03549819,Cannabidiol (substance),Hallucinogenic agent (substance)
12198,NCT03549936,Methadone (substance)|Morphine (substance),Analgesic (substance)
12199,NCT03549975,Clostridium botulinum toxin (substance),Bacterial agent (substance)
12200,NCT03550209,Fatty acid (substance),Fatty acid (substance)
12201,NCT03551275,Cesium-132 (substance)|Lymphocyte antigen CD20 (substance)|Monoclonal antibody (substance),Radioactive isotope (substance)|Lymphocyte antigen (substance)|Antibody (substance)
12202,NCT03551769,Human leukocyte antigen A (substance)|Trioctanoin (substance),Human leukocyte antigen A (substance)|Trioctanoin (substance)
12203,NCT03552068,Clonidine (substance)|Substance with alpha-2 adrenergic receptor agonist mechanism of action (substance),Clonidine (substance)|Substance with alpha-2 adrenergic receptor agonist mechanism of action (substance)
12204,NCT03553095,Antidepressant (substance),Antidepressant (substance)
12205,NCT03553875,Memantine (substance)|Memantine hydrochloride (substance),Memantine (substance)|Memantine hydrochloride (substance)
12206,NCT03554031,Somatropin (substance)|Somatotropin (substance),Recombinant protein (substance)|Somatotropin (substance)
12207,NCT03554265,Growth stimulant (substance)|Replacement agent (substance),Growth stimulant (substance)|Replacement agent (substance)
12208,NCT03554798,Antigen of inactivated whole Human Poliovirus serotype 2 (substance)|Antigen of inactivated whole Human poliovirus (substance)|Antigen of live attenuated virus (substance)|Neoplastic disease (disorder)|Acute paralytic poliomyelitis caused by Human poliovirus 2 (disorder)|Acute poliomyelitis (disorder),Antigen of Human poliovirus (substance)|Antigen of live attenuated virus (substance)|Neoplastic disease (disorder)|Viral disease (disorder)
12209,NCT03555916,Clostridium botulinum toxin (substance),Bacterial agent (substance)
12210,NCT03556371,Acetylcysteine (substance)|Cysteine (substance),Nutrients (substance)
12211,NCT03557294,Varenicline (substance),Benzazepine (substance)
12212,NCT03557333,Dihydroergotamine mesilate (substance),Ergoline derivative (substance)
12213,NCT03557684,Acid (substance)|Leucine (substance)|Lipopolysaccharide (substance)|Malt (substance)|Maltose (substance),Acid (substance)|Nutrients (substance)|Malt (substance)
12214,NCT03557931,Vecuronium bromide (substance),Skeletal muscle relaxant (substance)
12215,NCT03558516,Magnesium (substance)|Magnesium sulfate (substance),Mineral (substance)|Laxative (substance)
12216,NCT03558958,Chimeric antigen receptor (substance)|Pinta (disorder)|Platinum-188 (substance),Receptor (substance)|Pinta (disorder)|Radioactive isotope (substance)
12217,NCT03559257,Galcanezumab (substance),Antibody (substance)
12218,NCT03559426,Anti-psychotic agent (substance),Anti-psychotic agent (substance)
12219,NCT03559985,Paracetamol (substance),Acetamide (substance)
12220,NCT03560024,Vasoactive intestinal peptide (substance),Gastrointestinal hormone (substance)
12221,NCT03560245,Bryonin (substance)|Memantine (substance),Bryonin (substance)|Memantine (substance)
12222,NCT03560349,Lidocaine (substance),Local anesthetic (substance)
12223,NCT03560375,Empagliflozin (substance),Empagliflozin (substance)
12224,NCT03560739,Ofatumumab (substance),Antibody (substance)
12225,NCT03560960,Amylin analog (substance)|Pramlintide (substance),Amylin analog (substance)
12226,NCT03562351,Diazepam (substance)|Opera glass deformity of hands (disorder),Hypnotic agent (substance)|Opera glass deformity of hands (disorder)
12227,NCT03562494,Recombinant non-replicating chimpanzee adenovirus vector encoding severe acute respiratory syndrome coronavirus 2 spike protein (substance),Recombinant non-replicating viral vector encoding severe acute respiratory syndrome coronavirus 2 spike protein (substance)
12228,NCT03563053,Dexamethasone sodium phosphate (substance),Corticosteroid and/or corticosteroid derivative (substance)
12229,NCT03565068,Carbidopa (substance),Catecholamine (substance)
12230,NCT03566017,Pegaspargase (substance)|Prochymosin (substance),Pegaspargase (substance)|Prochymosin (substance)
12231,NCT03566303,Phytomenadione (substance)|Rivaroxaban (substance)|Vogt-Koyanagi-Harada disease (disorder)|Warfarin (substance),Nutrients (substance)|Lactam (substance)|Vogt-Koyanagi-Harada disease (disorder)|Anticoagulant (substance)
12232,NCT03566394,Gabapentin (substance)|Taxane derivative (substance),Nutrients (substance)|Terpene (substance)
12233,NCT03567057,Recombinant non-replicating human adenovirus 5 vector encoding severe acute respiratory syndrome coronavirus 2 spike protein (substance)|Amantadine sulfate (substance),Recombinant non-replicating viral vector encoding severe acute respiratory syndrome coronavirus 2 spike protein (substance)|Amantadine sulfate (substance)
12234,NCT03567291,Deutetrabenazine (substance)|Antigen of live attenuated Mumps orthorubulavirus Jeryl-Lynn RIT 4385 strain (substance),Deutetrabenazine (substance)|Antigen of live attenuated virus (substance)
12235,NCT03567447,Droxidopa (substance),Droxidopa (substance)
12236,NCT03567681,Oxcarbazepine (substance)|Oxtail - food (substance)|Almotriptan (substance),Ketone (substance)|Oxtail - food (substance)|Sulfone (substance)
12237,NCT03568175,Probucol (substance),Polyphenol (substance)
12238,NCT03568890,Anticoagulant (substance)|Substance with platelet aggregation inhibitor mechanism of action (substance)|Desoxycorticosterone acetate (substance),Anticoagulant (substance)|Substance with platelet aggregation inhibitor mechanism of action (substance)|Corticosteroid and/or corticosteroid derivative (substance)
12239,NCT03568968,Nicotinamide adenine dinucleotide (substance)|Nicotinamide mononucleotide (substance),Nicotinamide adenine dinucleotide (substance)|Nicotinamide mononucleotide (substance)
12240,NCT03569579,"24,25-dihydroxyvitamin D3 (substance)|Monosodium glutamate (substance)",Nutrients (substance)|Glutamate (substance)
12241,NCT03569631,Probucol (substance),Polyphenol (substance)
12242,NCT03570489,Anticonvulsant (substance),Anticonvulsant (substance)
12243,NCT03571256,Deutetrabenazine (substance)|Antigen of live attenuated Mumps orthorubulavirus Jeryl-Lynn RIT 4385 strain (substance),Deutetrabenazine (substance)|Antigen of live attenuated virus (substance)
12244,NCT03571594,Ticarcillin disodium (substance),Lactam (substance)
12245,NCT03572257,Quetiapine (substance),Quetiapine (substance)
12246,NCT03572517,Morphine (substance)|Substance with opioid receptor agonist mechanism of action (substance),Analgesic (substance)|Substance with opioid receptor agonist mechanism of action (substance)
12247,NCT03572686,Dexamethasone (substance)|Ropivacaine (substance),Corticosteroid and/or corticosteroid derivative (substance)|Local anesthetic (substance)
12248,NCT03572790,Prucalopride (substance)|Substance with serotonin 5-hydroxytryptamine-4 receptor agonist mechanism of action (substance),Laxative (substance)|Substance with serotonin 5-hydroxytryptamine-4 receptor agonist mechanism of action (substance)
12249,NCT03573297,Cariprazine (substance),Cariprazine (substance)
12250,NCT03573349,Substance with glutamate receptor antagonist mechanism of action (substance)|Ketamine (substance),Substance with glutamate receptor antagonist mechanism of action (substance)|Hallucinogenic agent (substance)
12251,NCT03573583,Colecalciferol (substance)|7-dehydrocholesterol reductase (substance)|Creatine monohydrate (substance),Nutrients (substance)|7-dehydrocholesterol reductase (substance)|Metabolite (substance)
12252,NCT03573999,Hypertonic saline (substance)|Mannitol (substance)|Sodium chloride (substance),Sodium chloride solution (substance)|Nutrients (substance)|Sodium chloride (substance)
12253,NCT03574428,"G protein subunit alpha o1-related developmental delay, seizures, movement disorder spectrum (disorder)","G protein subunit alpha o1-related developmental delay, seizures, movement disorder spectrum (disorder)"
12254,NCT03575000,Bromocriptine (substance)|Substance with dopamine receptor agonist mechanism of action (substance)|Substance with serotonin 5-hydroxytryptamine-4 receptor agonist mechanism of action (substance),Ergoline derivative (substance)|Substance with dopamine receptor agonist mechanism of action (substance)|Substance with serotonin 5-hydroxytryptamine-4 receptor agonist mechanism of action (substance)
12255,NCT03575195,Levodopa (substance),Catecholamine (substance)
12256,NCT03575676,Sleep walking disorder (disorder),Sleep walking disorder (disorder)
12257,NCT03576638,Carbidopa (substance)|Levodopa (substance)|Pyrimethamine (substance),Catecholamine (substance)|Pyrimethamine (substance)
12258,NCT03576664,Substance with adrenergic receptor antagonist mechanism of action (substance)|Carvedilol (substance),Substance with adrenergic receptor antagonist mechanism of action (substance)|Carvedilol (substance)
12259,NCT03576820,Lidocaine (substance),Local anesthetic (substance)
12260,NCT03576911,Ubidecarenone (substance),Ketone (substance)
12261,NCT03577262,Indirect reacting bilirubin (substance),Metabolite (substance)
12262,NCT03578354,Fampridine (substance)|Atenolol (substance),Biocide (substance)|Atenolol (substance)
12263,NCT03578783,Lidocaine (substance)|Prilocaine (substance)|Annexin A7 (substance),Local anesthetic (substance)|Annexin A7 (substance)
12264,NCT03579693,Ubidecarenone (substance)|Nicotinamide mononucleotide (substance),Ketone (substance)|Nicotinamide mononucleotide (substance)
12265,NCT03580174,Clostridium botulinum toxin (substance),Bacterial agent (substance)
12266,NCT03580525,Menthol (substance)|Nicotine (substance),Local anesthetic (substance)|Nicotine (substance)
12267,NCT03582085,Antigen of live attenuated Mycobacterium bovis (substance),Antigen of live attenuated Mycobacterium bovis (substance)
12268,NCT03582137,Cannabidiol (substance),Hallucinogenic agent (substance)
12269,NCT03582267,Docosenoate (substance),Fatty acid (substance)
12270,NCT03582293,Blood group antigen S (substance),Blood group antigen S (substance)
12271,NCT03582800,Sodium thiosulfate (substance)|Thiosulfate salt (substance),Thiosulfate salt (substance)
12272,NCT03583112,Substance with cellular transport inhibitor mechanism of action (substance)|Dapoxetine (substance),Substance with cellular transport inhibitor mechanism of action (substance)|Dapoxetine (substance)
12273,NCT03585257,Albumin (substance),Albumin (substance)
12274,NCT03585569,AbobotulinumtoxinA (substance),Bacterial agent (substance)
12275,NCT03586089,Benzodiazepine (substance)|Phenobarbital (substance),Hypnotic agent (substance)|Barbiturate (substance)
12276,NCT03586557,Corticosteroid series (substance),Corticosteroid series (substance)
12277,NCT03587207,Latah (disorder)|Antigen of Neisseria meningitidis serogroup A capsular polysaccharide conjugated to Corynebacterium diphtheriae toxoid protein (substance)|Nut and rice roast with egg (substance)|Antigen of Haemophilus influenzae type b capsular polysaccharide polyribosylribitol phosphate conjugated to Neisseria meningitidis serogroup B outer membrane protein (substance),Latah (disorder)|Antigen of Neisseria meningitidis (substance)|Egg product (substance)|Antigen of Haemophilus influenzae type b capsular polysaccharide conjugated (substance)
12278,NCT03587220,Capsaicin (substance)|Lidocaine (substance),Capsaicin (substance)|Local anesthetic (substance)
12279,NCT03587350,Clostridium botulinum toxin (substance)|Botulinum antitoxin (substance),Bacterial agent (substance)|Antibody (substance)
12280,NCT03587376,Trabectedin (substance),Trabectedin (substance)
12281,NCT03587441,Bupivacaine (substance)|Neostigmine (substance)|Neostigmine methylsulfate (substance),Local anesthetic (substance)|Neostigmine (substance)|Neostigmine methylsulfate (substance)
12282,NCT03589066,Latamoxef disodium (substance)|Rotigotine (substance),Lactam (substance)|Rotigotine (substance)
12283,NCT03589105,Ocrelizumab (substance),Antibody (substance)
12284,NCT03589898,Gabapentin (substance),Nutrients (substance)
12285,NCT03589976,Sirolimus (substance),Lactam (substance)
12286,NCT03590197,Autosomal dominant epilepsy with auditory features (disorder)|Anticonvulsant (substance)|Melatonin (substance),Epilepsy (disorder)|Anticonvulsant (substance)|Melatonin (substance)
12287,NCT03590314,Clostridium botulinum toxin (substance)|OnabotulinumtoxinA (substance),Bacterial agent (substance)
12288,NCT03592121,B*1301 (substance),B*1301 (substance)
12289,NCT03593213,Cariprazine (substance),Cariprazine (substance)
12290,NCT03593239,Nicotine (substance),Nicotine (substance)
12291,NCT03593473,Oxytocin (substance),Oxytocin (substance)
12292,NCT03594123,Brexpiprazole (substance),Brexpiprazole (substance)
12293,NCT03594552,Benoxaprofen (substance)|Baclofen (substance)|Substance with gamma-aminobutyric acid A receptor agonist mechanism of action (substance),Analgesic (substance)|Baclofen (substance)|Substance with gamma-aminobutyric acid A receptor agonist mechanism of action (substance)
12294,NCT03594656,Levodopa (substance),Catecholamine (substance)
12295,NCT03595774,Nitrate salt (substance),Nitrate salt (substance)
12296,NCT03596047,Sildenafil (substance),Sulfone (substance)
12297,NCT03596775,Dexmedetomidine (substance)|Substance with alpha-2 adrenergic receptor agonist mechanism of action (substance),Sedative (substance)|Substance with alpha-2 adrenergic receptor agonist mechanism of action (substance)
12298,NCT03597529,Melatonin (substance),Melatonin (substance)
12299,NCT03597555,Sodium oxybate (substance),4-hydroxybutyrate (substance)
12300,NCT03597919,Antigen of inactivated whole Human poliovirus (substance),Antigen of Human poliovirus (substance)
12301,NCT03598140,Sildenafil (substance),Sulfone (substance)
12302,NCT03598413,Docosenoate (substance)|Fish oil (substance)|Eicosapentaenoic acid (substance),Fatty acid (substance)|Fish (substance)
12303,NCT03599245,Ocrelizumab (substance),Antibody (substance)
12304,NCT03599609,Simvastatin (substance),Antilipemic agent (substance)
