,nct_id,canonical_BioLinkBERT-base_conditions,snomed_termid,linkbert_snomed_term_canonical_conditions,linkbert_cdist_conditions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
41734,NCT04198129,mandible trauma,427782005,Injury of mandible (disorder),4.7919,"[125593007, 88230002, 105606008]","['Injury of face (disorder)', 'Disorder of skeletal system (disorder)', 'Injury of musculoskeletal system (disorder)']",Injury of face (disorder)
41736,NCT04198129,postoperative infections,33910007,Postoperative infection (disorder),1.5741,"[738668004, 40733004]","['Perioperative complication (disorder)', 'Infectious disease (disorder)']",Perioperative complication (disorder)
41742,NCT04200911,early alzheimer's disease,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset (disorder)",5.0266,"[12348006, 26929004]","['Presenile dementia (disorder)', ""Alzheimer's disease (disorder)""]",Presenile dementia (disorder)
41747,NCT04201262,neuromyelitis optica,25044007,Neuromyelitis optica (disorder),0.002,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
41748,NCT04201262,neuromyelitis optica spectrum disorder,25044007,Neuromyelitis optica (disorder),6.3801,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
41752,NCT04201652,surgical,228986001,Surgical,11.031,"[372752008, 312413002]","['Central nervous system agent (substance)', 'Substance categorized by structure (substance)']",Surgical
41756,NCT04201678,vertebral compression fracture,42942008,Compression fracture of vertebral column (disorder),4.6836,"[88230002, 105606008]","['Disorder of skeletal system (disorder)', 'Injury of musculoskeletal system (disorder)']",Disorder of skeletal system (disorder)
41758,NCT04201834,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[128293007, 15802004, 271700006, 75047002, 11164009, 128283000]","['Chronic mental disorder (disorder)', 'Dystonia (disorder)', 'Chorea (disorder)', 'Disorder of skeletal muscle (disorder)', 'Autosomal dominant hereditary disorder (disorder)', 'Chronic nervous system disorder (disorder)']",Chronic mental disorder (disorder)
41763,NCT04203017,autologous hematopoietic stem,709114000,Autologous hematopoietic stem,9.3292,"[115669006, 261571005]","['Substance categorized by physical state (substance)', 'Tissue graft - material (substance)']",Autologous hematopoietic stem
41770,NCT04205019,end stage (chronic) traumatic spinal cord injury,81642009,Disorder due to and following spinal cord injury (disorder),11.1838,"[14817008, 363302008]","['Late effect of injury (disorder)', 'Sequelae of neurological disorders (disorder)']",Late effect of injury (disorder)
41771,NCT04205019,traumatic spinal cord injury,146251000146109,Traumatic spinal cord injury (disorder),0.002,"[48522003, 262521009]","['Spinal cord disorder (disorder)', 'Traumatic injury of spinal cord and/or vertebral column (disorder)']",Spinal cord disorder (disorder)
41772,NCT04205136,apnea,73430006,Sleep apnea (disorder),7.3656,"[39898005, 50043002]","['Sleep disorder (disorder)', 'Disorder of respiratory system (disorder)']",Sleep disorder (disorder)
41774,NCT04205136,"sleep apnea, obstructive",78275009,Obstructive sleep apnea syndrome (disorder),2.3482,"[39898005, 50043002]","['Sleep disorder (disorder)', 'Disorder of respiratory system (disorder)']",Sleep disorder (disorder)
41780,NCT04205578,ec-ic revascularization surgery,781065009,Transposition of inferior vena cava (disorder),13.9085,"[276654001, 27550009]","['Congenital malformation (disorder)', 'Disorder of blood vessel (disorder)']",Congenital malformation (disorder)
41782,NCT04205578,extracranial-to-intracranial revascularization surgery,1204052004,Extracranial-to-intracranial revascularization surgery,13.9641,"[256646004, 261571005]","['Skeletal material (substance)', 'Tissue graft - material (substance)']",Extracranial-to-intracranial revascularization surgery
41783,NCT04205578,ischemic cerebrovascular events,422504002,Ischemic stroke (disorder),8.0945,"[230690007, 389100007]","['Cerebrovascular accident (disorder)', 'Ischemic encephalopathy (disorder)']",Cerebrovascular accident (disorder)
41788,NCT04207359,breast cancer,254837009,Malignant neoplasm of breast (disorder),0.0,"[79604008, 55342001]","['Disorder of breast (disorder)', 'Neoplastic disease (disorder)']",Disorder of breast (disorder)
41795,NCT04209322,disc herniation,73589001,Intervertebral disc prolapse (disorder),6.6453,"[105969002, 88230002]","['Disorder of connective tissue (disorder)', 'Disorder of skeletal system (disorder)']",Disorder of connective tissue (disorder)
41804,NCT04211233,asdh,771512003,Autism spectrum disorder due to AUTS2 activator of transcription and developmental regulator deficiency (disorder),12.77,"[129104009, 276654001, 248290002, 110359009, 11164009]","['Developmental mental disorder (disorder)', 'Congenital malformation (disorder)', 'Developmental delay (disorder)', 'Intellectual disability (disorder)', 'Autosomal dominant hereditary disorder (disorder)']",Developmental mental disorder (disorder)
41809,NCT04211233,"hematoma, subdural",95453001,Subdural intracranial hematoma (disorder),2.2911,"[1386000, 385494008]","['Intracranial hemorrhage (disorder)', 'Hematoma (disorder)']",Intracranial hemorrhage (disorder)
41810,NCT04211233,"hematoma, subdural, acute",95453001,Subdural intracranial hematoma (disorder),8.4815,"[1386000, 385494008]","['Intracranial hemorrhage (disorder)', 'Hematoma (disorder)']",Intracranial hemorrhage (disorder)
41814,NCT04211740,relapsing multiple sclerosis,724778008,Progressive relapsing multiple sclerosis (disorder),4.9867,"[24700007, 128283000]","['Multiple sclerosis (disorder)', 'Chronic nervous system disorder (disorder)']",Multiple sclerosis (disorder)
41815,NCT04211740,secondary progressive mltiple sclerosis,425500002,Secondary progressive multiple sclerosis (disorder),9.6734,"[24700007, 128283000]","['Multiple sclerosis (disorder)', 'Chronic nervous system disorder (disorder)']",Multiple sclerosis (disorder)
41817,NCT04212793,pitnet,702344008,Pitt-Hopkins syndrome (disorder),12.0392,"[128613002, 110359009, 11164009]","['Seizure disorder (disorder)', 'Intellectual disability (disorder)', 'Autosomal dominant hereditary disorder (disorder)']",Seizure disorder (disorder)
41823,NCT04213391,prodromal to mild alzheimer's disease,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset (disorder)",9.7141,"[12348006, 26929004]","['Presenile dementia (disorder)', ""Alzheimer's disease (disorder)""]",Presenile dementia (disorder)
41827,NCT04218539,migraine disorders,37796009,Migraine (disorder),3.8284,"[27550009, 230461009]","['Disorder of blood vessel (disorder)', 'Headache disorder (disorder)']",Disorder of blood vessel (disorder)
41830,NCT04219241,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[128293007, 15802004, 271700006, 75047002, 11164009, 128283000]","['Chronic mental disorder (disorder)', 'Dystonia (disorder)', 'Chorea (disorder)', 'Disorder of skeletal muscle (disorder)', 'Autosomal dominant hereditary disorder (disorder)', 'Chronic nervous system disorder (disorder)']",Chronic mental disorder (disorder)
41831,NCT04219280,attention deficit hyperactivity disorder,406506008,Attention deficit hyperactivity disorder (disorder),0.0041,"[229712006, 129104009]","['Disorders of attention and motor control (disorder)', 'Developmental mental disorder (disorder)']",Disorders of attention and motor control (disorder)
41832,NCT04219280,chd,53741008,Coronary arteriosclerosis (disorder),9.2841,"[56265001, 27550009]","['Heart disease (disorder)', 'Disorder of blood vessel (disorder)']",Heart disease (disorder)
41833,NCT04219280,down syndrome,41040004,Complete trisomy 21 syndrome (disorder),0.0,"[409709004, 276654001]","['Chromosomal disorder (disorder)', 'Congenital malformation (disorder)']",Chromosomal disorder (disorder)
41838,NCT04219735,mechanical ventilation,233813006,Ventilator-associated lung injury (disorder),10.2943,"[48125009, 400209005, 50043002]","['Injury of trunk (disorder)', 'Injury caused by causative force (disorder)', 'Disorder of respiratory system (disorder)']",Injury of trunk (disorder)
41845,NCT04219774,complete occlusion of the internal carotid artery,722004001,Agenesis of internal carotid artery (disorder),8.9673,"[276654001, 27550009]","['Congenital malformation (disorder)', 'Disorder of blood vessel (disorder)']",Congenital malformation (disorder)
41848,NCT04219774,internal carotid artery,24624008,Aneurysm of internal carotid artery (disorder),10.5994,"[27550009, 432119003]","['Disorder of blood vessel (disorder)', 'Aneurysm (disorder)']",Disorder of blood vessel (disorder)
41850,NCT04219774,ipsilateral,2438005,Iniencephaly (disorder),13.1532,"[276654001, 88230002]","['Congenital malformation (disorder)', 'Disorder of skeletal system (disorder)']",Congenital malformation (disorder)
41852,NCT04219774,ischemic stroke,422504002,Ischemic stroke (disorder),0.0039,"[230690007, 389100007]","['Cerebrovascular accident (disorder)', 'Ischemic encephalopathy (disorder)']",Cerebrovascular accident (disorder)
41853,NCT04219774,ischemic strokes,422504002,Ischemic stroke (disorder),2.8827,"[230690007, 389100007]","['Cerebrovascular accident (disorder)', 'Ischemic encephalopathy (disorder)']",Cerebrovascular accident (disorder)
41855,NCT04219774,ruptured intracranial aneurysms,233983001,Ruptured cerebral aneurysm (disorder),2.6289,"[282026002, 27550009, 432119003]","['Soft tissue injury (disorder)', 'Disorder of blood vessel (disorder)', 'Aneurysm (disorder)']",Soft tissue injury (disorder)
41859,NCT04219969,spinal cord lesions of unknown etiology,95108005,Neoplasm of uncertain behavior of spinal cord (disorder),11.1156,"[48522003, 55342001]","['Spinal cord disorder (disorder)', 'Neoplastic disease (disorder)']",Spinal cord disorder (disorder)
41863,NCT04219995,idiopathic intractable convulsive epilepsy,290741000119102,Intractable idiopathic partial epilepsy (disorder),7.5968,"[128613002, 41969006]","['Seizure disorder (disorder)', 'Idiopathic disease (disorder)']",Seizure disorder (disorder)
41865,NCT04220021,c9-als,1204351003,Amyotrophic lateral sclerosis type 9 (disorder),9.8742,"[37340000, 11164009, 128283000]","['Motor neuron disease (disorder)', 'Autosomal dominant hereditary disorder (disorder)', 'Chronic nervous system disorder (disorder)']",Motor neuron disease (disorder)
41866,NCT04220021,c9orf72 als,1204334005,Amyotrophic lateral sclerosis type 6 (disorder),10.1975,"[37340000, 128283000]","['Motor neuron disease (disorder)', 'Chronic nervous system disorder (disorder)']",Motor neuron disease (disorder)
41867,NCT04220021,c9orf72 amyotrophic lateral sclerosis,1204351003,Amyotrophic lateral sclerosis type 9 (disorder),8.8265,"[37340000, 11164009, 128283000]","['Motor neuron disease (disorder)', 'Autosomal dominant hereditary disorder (disorder)', 'Chronic nervous system disorder (disorder)']",Motor neuron disease (disorder)
41868,NCT04220021,c9orf72 repeat expansion mutation,782743001,Huntington disease-like syndrome due to chromosome 9 open reading frame 72 expansions (disorder),12.0998,"[271700006, 11164009]","['Chorea (disorder)', 'Autosomal dominant hereditary disorder (disorder)']",Chorea (disorder)
41874,NCT04220125,surgery,44402007,Loss of teeth due to extraction (disorder),12.9254,"[50410009, 76712006]","['Disorder of upper digestive tract (disorder)', 'Disorder of digestive organ (disorder)']",Disorder of upper digestive tract (disorder)
41875,NCT04220125,surgical,228986001,Surgical,11.031,"[372752008, 312413002]","['Central nervous system agent (substance)', 'Substance categorized by structure (substance)']",Surgical
41878,NCT04220606,migraine-like attack,4473006,Migraine with aura (disorder),8.3281,"[27550009, 230461009]","['Disorder of blood vessel (disorder)', 'Headache disorder (disorder)']",Disorder of blood vessel (disorder)
41879,NCT04220606,migraine-like attacks,37796009,Migraine (disorder),8.3358,"[27550009, 230461009]","['Disorder of blood vessel (disorder)', 'Headache disorder (disorder)']",Disorder of blood vessel (disorder)
41886,NCT04221451,"gangliosidosis, gm1",238025006,GM1 gangliosidosis (disorder),2.9339,"[276654001, 1821000146108, 88230002]","['Congenital malformation (disorder)', 'Hereditary metabolic disease (disorder)', 'Disorder of skeletal system (disorder)']",Congenital malformation (disorder)
41888,NCT04221451,juvenile/adult galactosialidosis,35691006,Combined deficiency of sialidase AND beta galactosidase (disorder),8.0391,"[276654001, 1821000146108, 371409005, 88230002]","['Congenital malformation (disorder)', 'Hereditary metabolic disease (disorder)', 'Disorder of eye region (disorder)', 'Disorder of skeletal system (disorder)']",Congenital malformation (disorder)
41893,NCT04221451,sialidosis type 1,723675006,Sialidosis type 1 (disorder),0.0,"[1821000146108, 127324008]","['Hereditary metabolic disease (disorder)', 'Myoclonic disorder (disorder)']",Hereditary metabolic disease (disorder)
41899,NCT04223206,sarcopenia,772791006,Sarcopenia (disorder),0.0,"[363058009, 75047002]","['Degenerative disorder of muscle (disorder)', 'Disorder of skeletal muscle (disorder)']",Degenerative disorder of muscle (disorder)
41902,NCT04225312,"leukoencephalopathy, progressive multifocal",22255007,Progressive multifocal leukoencephalopathy (disorder),2.4779,"[16058431000119104, 40733004]","['White matter disease (disorder)', 'Infectious disease (disorder)']",White matter disease (disorder)
41904,NCT04225312,progressive multifocal leukoencephalopathy,22255007,Progressive multifocal leukoencephalopathy (disorder),0.0039,"[16058431000119104, 40733004]","['White matter disease (disorder)', 'Infectious disease (disorder)']",White matter disease (disorder)
41905,NCT04226170,anti-achr antibody positive myasthenia gravis,91637004,Myasthenia gravis (disorder),9.7036,"[85828009, 75047002]","['Autoimmune disease (disorder)', 'Disorder of skeletal muscle (disorder)']",Autoimmune disease (disorder)
41906,NCT04226170,anti-achr positive myasthenia gravis,91637004,Myasthenia gravis (disorder),10.5786,"[85828009, 75047002]","['Autoimmune disease (disorder)', 'Disorder of skeletal muscle (disorder)']",Autoimmune disease (disorder)
41910,NCT04226456,cisplatin -,387318005,Cisplatin -,2.2781,"[372688009, 312413002]","['Antineoplastic agent (substance)', 'Substance categorized by structure (substance)']",Cisplatin -
41913,NCT04226547,ischemic stroke,422504002,Ischemic stroke (disorder),0.0039,"[230690007, 389100007]","['Cerebrovascular accident (disorder)', 'Ischemic encephalopathy (disorder)']",Cerebrovascular accident (disorder)
