,nct_id,aact_snomed_term_canonical_conditions,aact_top_concept_canonical_first_conditions
17442,NCT05183334,Anejaculation (disorder),Anejaculation (disorder)
17443,NCT05183516,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17444,NCT05183594,Gilles de la Tourette's syndrome (disorder),Tic disorder (disorder)
17445,NCT05184192,Hyposmolality (disorder)|Congenital anosmia (disorder)|Parosmia (disorder),Hyposmolality (disorder)|Sensory disorder (disorder)
17446,NCT05184335,Schizophrenia (disorder),Schizophrenia (disorder)
17447,NCT05185011,Erectile dysfunction (disorder),Sexual disorder (disorder)
17448,NCT05185622,Duchenne muscular dystrophy (disorder),Muscular dystrophy (disorder)
17449,NCT05187546,Progressive supranuclear palsy (disorder),Chronic brain syndrome (disorder)
17450,NCT05188131,Hypopituitarism (disorder),Disorder of pituitary gland (disorder)
17451,NCT05188833,Obsessive-compulsive disorder (disorder),Obsessive-compulsive disorder (disorder)
17452,NCT05188989,Erectile dysfunction (disorder),Sexual disorder (disorder)
17453,NCT05189106,Alzheimer's disease (disorder)|Amyotrophic lateral sclerosis (disorder),Alzheimer's disease (disorder)|Motor neuron disease (disorder)
17454,NCT05189535,Disorder of the peripheral nervous system (disorder),Disorder of the peripheral nervous system (disorder)
17455,NCT05191277,Depressive disorder (disorder),Depressive disorder (disorder)
17456,NCT05191719,Facial palsy (disorder)|Bell's palsy (disorder)|Hyperkinetic syndrome with developmental delay (disorder),Facial nerve disorder (disorder)|Hyperkinetic syndrome with developmental delay (disorder)
17457,NCT05192200,Dermatomyositis (disorder),Myositis (disorder)
17458,NCT05192304,Schizophrenia (disorder),Schizophrenia (disorder)
17459,NCT05192382,Acromegaly (disorder),Disorder of pituitary gland (disorder)
17460,NCT05193578,Schizophrenia (disorder),Schizophrenia (disorder)
17461,NCT05193851,Disorder of the peripheral nervous system (disorder),Disorder of the peripheral nervous system (disorder)
17462,NCT05193994,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17463,NCT05194124,Bardet-Biedl syndrome (disorder),Intellectual disability (disorder)
17464,NCT05194163,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17465,NCT05195034,Delirium (disorder),Confusional state (disorder)
17466,NCT05195775,Duchenne muscular dystrophy (disorder),Muscular dystrophy (disorder)
17467,NCT05195996,Traumatic brain injury (disorder),Traumatic brain injury (disorder)
17468,NCT05196191,Erectile dysfunction (disorder),Sexual disorder (disorder)
17469,NCT05196256,Analgesia,Analgesia
17470,NCT05196308,Erectile dysfunction (disorder),Sexual disorder (disorder)
17471,NCT05196425,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17472,NCT05196503,Neurological pain disorder (disorder)|Cranial neuralgia (disorder),Neurological pain disorder (disorder)|Cranial neuralgia (disorder)
17473,NCT05197309,Anorexia nervosa (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
17474,NCT05197439,Delirium (disorder),Confusional state (disorder)
17475,NCT05198362,Prader-Willi syndrome (disorder),Disorder of pituitary gland (disorder)
17476,NCT05199194,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
17477,NCT05199688,Neuromyelitis optica (disorder),Disorder of optic nerve (disorder)
17478,NCT05199727,Erectile dysfunction (disorder),Sexual disorder (disorder)
17479,NCT05200104,Adrenoleukodystrophy (disorder),Hereditary disorder of nervous system (disorder)
17480,NCT05200208,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17481,NCT05201313,Analgesia,Analgesia
17482,NCT05201560,Analgesia,Analgesia
17483,NCT05201638,Relapsing remitting multiple sclerosis (disorder),Multiple sclerosis (disorder)
17484,NCT05202574,Post dural puncture headache (disorder),Headache disorder (disorder)
17485,NCT05202899,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
17486,NCT05204069,Amblyopia (disorder)|Strabismus (disorder),Disorder of vision (disorder)|Strabismus (disorder)
17487,NCT05204407,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
17488,NCT05204641,Parkinson's disease (disorder),Parkinsonism (disorder)
17489,NCT05206149,Hypopituitarism (disorder),Disorder of pituitary gland (disorder)
17490,NCT05206227,Postural hypotension following exercise (disorder),Orthostatic hypotension (disorder)
17491,NCT05206253,Muscle atrophy (disorder),Muscle atrophy (disorder)
17492,NCT05206435,Tobacco dependence syndrome (disorder)|Nicotine dependence (disorder),Psychoactive substance abuse (disorder)|Nicotine dependence (disorder)
17493,NCT05206487,Hepatic encephalopathy (disorder),Metabolic encephalopathy (disorder)
17494,NCT05206513,Cerebral palsy (disorder)|Movement disorder (disorder),Cerebral palsy (disorder)|Movement disorder (disorder)
17495,NCT05206773,Fabry's disease (disorder),Hereditary disorder of nervous system (disorder)
17496,NCT05207436,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17497,NCT05207865,"Social phobia, fear of public speaking (disorder)|Photopsia (disorder)|Migraine (disorder)",Anxiety disorder (disorder)|Disorder of vision (disorder)|Headache disorder (disorder)
17498,NCT05208190,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
17499,NCT05208281,Mucopolysaccharidosis type II (disorder),Mucopolysaccharidosis type II (disorder)
17500,NCT05208814,Erectile dysfunction (disorder),Sexual disorder (disorder)
17501,NCT05208840,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17502,NCT05208918,Postherpetic neuralgia (disorder),Postherpetic neuralgia (disorder)
17503,NCT05209035,Obstructive sleep apnea syndrome (disorder),Sleep apnea (disorder)
17504,NCT05210621,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17505,NCT05211063,Disorder of sleep-wake cycle (disorder)|Mood disorder (disorder),Dyssomnia (disorder)|Mood disorder (disorder)
17506,NCT05211635,Induced psychotic disorder (disorder),Induced psychotic disorder (disorder)
17507,NCT05211947,Schizophrenia (disorder),Schizophrenia (disorder)
17508,NCT05211986,Muscle atrophy (disorder),Muscle atrophy (disorder)
17509,NCT05212298,Leudet's tinnitus (disorder),Hearing disorder (disorder)
17510,NCT05212493,Pervasive developmental disorder (disorder),Pervasive developmental disorder (disorder)
17511,NCT05212571,Complex regional pain syndrome (disorder),Complex regional pain syndrome (disorder)
17512,NCT05213143,Schizophrenia (disorder),Schizophrenia (disorder)
17513,NCT05213169,Cognitive disorder (disorder),Cognitive disorder (disorder)
17514,NCT05213832,Subarachnoid intracranial hemorrhage (disorder),Intracranial hemorrhage (disorder)
17515,NCT05214222,Essential tremor (disorder),Essential tremor (disorder)
17516,NCT05214287,Parkinson's disease (disorder),Parkinsonism (disorder)
17517,NCT05215158,Strabismus (disorder),Strabismus (disorder)
17518,NCT05215197,Sensorineural hearing loss (disorder),Hearing disorder (disorder)
17519,NCT05216211,Benign intracranial hypertension (disorder),Benign intracranial hypertension (disorder)
17520,NCT05216614,Parosmia (disorder),Sensory disorder (disorder)
17521,NCT05216770,Essential tremor (disorder),Essential tremor (disorder)
17522,NCT05217498,Spinal cord disorder (disorder)|Spinal cord injury (disorder),Spinal cord disorder (disorder)
17523,NCT05217628,Trigeminal neuralgia (disorder),Trigeminal nerve disorder (disorder)
17524,NCT05217706,Depressive disorder (disorder),Depressive disorder (disorder)
17525,NCT05217927,Migraine (disorder),Headache disorder (disorder)
17526,NCT05218018,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17527,NCT05218096,Myasthenia gravis (disorder),Neuromuscular junction disorder (disorder)
17528,NCT05218577,Pervasive developmental disorder (disorder),Pervasive developmental disorder (disorder)
17529,NCT05218668,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17530,NCT05219006,Dissociative neurological symptom disorder (disorder),Dissociative disorder (disorder)
17531,NCT05219175,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17532,NCT05219357,Mental disorder (disorder),Mental disorder (disorder)
17533,NCT05219617,Seizure disorder (disorder)|Lennox-Gastaut syndrome (disorder),Seizure disorder (disorder)
17534,NCT05220072,Parkinson's disease (disorder),Parkinsonism (disorder)
17535,NCT05220319,Muscle atrophy (disorder),Muscle atrophy (disorder)
17536,NCT05221892,Peripheral vertigo (disorder),Peripheral vertigo (disorder)
17537,NCT05222178,Phenylketonuria (disorder),Phenylketonuria (disorder)
17538,NCT05222334,Analgesia,Analgesia
17539,NCT05223010,Delirium (disorder),Confusional state (disorder)
17540,NCT05223829,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17541,NCT05224336,Phantom limb (disorder),Phantom limb (disorder)
17542,NCT05225389,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17543,NCT05226351,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17544,NCT05226546,Congenital anosmia (disorder),Sensory disorder (disorder)
17545,NCT05226559,Migraine (disorder),Headache disorder (disorder)
17546,NCT05226637,Muscle strain (disorder),Muscle strain (disorder)
17547,NCT05227118,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17548,NCT05227690,Schizophrenia (disorder),Schizophrenia (disorder)
17549,NCT05227703,Schizophrenia (disorder),Schizophrenia (disorder)
17550,NCT05227820,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17551,NCT05229042,Disorder of the peripheral nervous system (disorder),Disorder of the peripheral nervous system (disorder)
17552,NCT05229536,Meningococcal meningitis (disorder),Infectious disease of central nervous system (disorder)
17553,NCT05229549,Phenylketonuria (disorder),Phenylketonuria (disorder)
17554,NCT05229770,Substance-related disorders,Substance-related disorders
17555,NCT05230381,Intracranial meningioma (disorder),Neoplasm of nervous system (disorder)
17556,NCT05230459,Muscular dystrophy (disorder)|Muscular dystrophy with predominantly proximal limb girdle distribution (disorder),Muscular dystrophy (disorder)
17557,NCT05230511,Nonneurogenic neurogenic urinary bladder dysfunction (disorder)|Spinal cord injury (disorder),Nonneurogenic neurogenic urinary bladder dysfunction (disorder)|Spinal cord disorder (disorder)
17558,NCT05231798,Alzheimer's disease (disorder)|Complete trisomy 21 syndrome (disorder),Alzheimer's disease (disorder)|Complete trisomy 21 syndrome (disorder)
17559,NCT05232032,Anxiety disorder (disorder),Anxiety disorder (disorder)
17560,NCT05232279,Erectile dysfunction (disorder),Sexual disorder (disorder)
17561,NCT05232630,Drug resistance to anti-seizure medication (disorder),Drug resistance to anti-seizure medication (disorder)
17562,NCT05232929,Spinal muscular atrophy (disorder),Motor neuron disease (disorder)
17563,NCT05233657,Schizophrenia (disorder),Schizophrenia (disorder)
17564,NCT05233683,Analgesia,Analgesia
17565,NCT05234762,Essential tremor (disorder),Essential tremor (disorder)
17566,NCT05235074,Neoplasm of central nervous system (disorder),Neoplasm of nervous system (disorder)
17567,NCT05235191,Neurological pain disorder (disorder)|Cranial neuralgia (disorder),Neurological pain disorder (disorder)|Cranial neuralgia (disorder)
17568,NCT05235256,Post dural puncture headache (disorder),Headache disorder (disorder)
17569,NCT05235893,Analgesia,Analgesia
17570,NCT05236166,Epilepsy (disorder),Seizure disorder (disorder)
17571,NCT05236842,Obstructive sleep apnea syndrome (disorder),Sleep apnea (disorder)
17572,NCT05236907,Delirium (disorder),Confusional state (disorder)
17573,NCT05237284,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17574,NCT05237505,Obstructive sleep apnea syndrome (disorder),Sleep apnea (disorder)
17575,NCT05238233,Anisocoria (disorder),Anisocoria (disorder)
17576,NCT05238324,Mucopolysaccharidosis type II (disorder),Mucopolysaccharidosis type II (disorder)
17577,NCT05238701,Tardive dyskinesia (disorder)|Huntington's chorea (disorder),Drug-induced dyskinesia (disorder)|Dystonia (disorder)
17578,NCT05239390,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17579,NCT05239702,Dermatomyositis (disorder),Myositis (disorder)
17580,NCT05240976,Schizophrenia (disorder),Schizophrenia (disorder)
17581,NCT05241964,Erectile dysfunction (disorder),Sexual disorder (disorder)
17582,NCT05242419,Delirium (disorder),Confusional state (disorder)
17583,NCT05242692,Delirium (disorder),Confusional state (disorder)
17584,NCT05243017,Huntington's chorea (disorder),Dystonia (disorder)
17585,NCT05243329,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17586,NCT05243472,Sarcopenia (disorder),Sarcopenia (disorder)
17587,NCT05243940,Analgesia|Cranial neuralgia (disorder),Analgesia|Cranial neuralgia (disorder)
17588,NCT05243953,Chronic post-traumatic headache (disorder),Headache disorder (disorder)
17589,NCT05244226,Obstructive sleep apnea syndrome (disorder),Sleep apnea (disorder)
17590,NCT05245539,Schizophrenia (disorder),Schizophrenia (disorder)
17591,NCT05245721,Delirium (disorder),Confusional state (disorder)
17592,NCT05246644,Delirium (disorder),Confusional state (disorder)
17593,NCT05247034,Neuropathy due to diabetes mellitus (disorder),Neuropathy due to diabetes mellitus (disorder)
17594,NCT05247125,Disorder of sleep-wake cycle (disorder),Dyssomnia (disorder)
17595,NCT05248672,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17596,NCT05249218,Phenylketonuria (disorder),Phenylketonuria (disorder)
17597,NCT05249985,Spinal cord injury (disorder),Spinal cord disorder (disorder)
17598,NCT05250245,Obstructive sleep apnea syndrome (disorder),Sleep apnea (disorder)
17599,NCT05251779,Depressive disorder (disorder),Depressive disorder (disorder)
17600,NCT05252715,Meningococcal meningitis (disorder),Infectious disease of central nervous system (disorder)
17601,NCT05253014,Post dural puncture headache (disorder),Headache disorder (disorder)
17602,NCT05253287,Sarcopenia (disorder),Sarcopenia (disorder)
17603,NCT05254405,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17604,NCT05255328,"Juvenile myopathy, encephalopathy, lactic acidosis, stroke (disorder)",Mitochondrial myopathy (disorder)
17605,NCT05257655,Trigeminal neuralgia (disorder),Trigeminal nerve disorder (disorder)
17606,NCT05258071,Parkinson's disease (disorder),Parkinsonism (disorder)
17607,NCT05258123,Schizophrenia (disorder),Schizophrenia (disorder)
17608,NCT05258773,Hearing loss (disorder),Hearing disorder (disorder)
17609,NCT05259098,Analgesia,Analgesia
17610,NCT05259527,Neurological pain disorder (disorder)|Cranial neuralgia (disorder),Neurological pain disorder (disorder)|Cranial neuralgia (disorder)
17611,NCT05259930,Sarcopenia (disorder),Sarcopenia (disorder)
17612,NCT05260125,Hemiplegia (disorder)|Cerebrovascular accident (disorder),Hemiplegia (disorder)|Cerebrovascular accident (disorder)
17613,NCT05260541,Posttraumatic stress disorder (disorder)|Mental disorder (disorder),Anxiety disorder (disorder)|Mental disorder (disorder)
17614,NCT05260593,Carpal tunnel syndrome (disorder),Median neuropathy (disorder)
