,Neurological Disease,Disease Class,Source
2764,"Cerebral Palsy, Dyskinetic",Diseases Category,MeSH
2765,"Cerebral Palsies, Dyskinetic",Diseases Category,MeSH
2766,Dyskinetic Cerebral Palsy,Diseases Category,MeSH
2767,"Cerebral Palsy, Atonic",Diseases Category,MeSH
2768,Atonic Cerebral Palsy,Diseases Category,MeSH
2769,"Cerebral Palsy, Hypotonic",Diseases Category,MeSH
2770,Hypotonic Cerebral Palsies,Diseases Category,MeSH
2771,Hypotonic Cerebral Palsy,Diseases Category,MeSH
2772,"Cerebral Palsy, Diplegic, Infantile",Diseases Category,MeSH
2773,Diplegic Infantile Cerebral Palsy,Diseases Category,MeSH
2774,"Infantile Cerebral Palsy, Diplegic",Diseases Category,MeSH
2775,"Cerebral Palsy, Spastic",Diseases Category,MeSH
2776,Spastic Cerebral Palsies,Diseases Category,MeSH
2777,Spastic Cerebral Palsy,Diseases Category,MeSH
2778,Spinal Cord Trauma,Diseases Category,MeSH
2779,"Cord Trauma, Spinal",Diseases Category,MeSH
2780,"Cord Traumas, Spinal",Diseases Category,MeSH
2781,Spinal Cord Traumas,Diseases Category,MeSH
2782,"Trauma, Spinal Cord",Diseases Category,MeSH
2783,"Traumas, Spinal Cord",Diseases Category,MeSH
2784,"Myelopathy, Traumatic",Diseases Category,MeSH
2785,"Myelopathies, Traumatic",Diseases Category,MeSH
2786,Traumatic Myelopathies,Diseases Category,MeSH
2787,Traumatic Myelopathy,Diseases Category,MeSH
2788,"Injuries, Spinal Cord",Diseases Category,MeSH
2789,"Cord Injuries, Spinal",Diseases Category,MeSH
2790,"Cord Injury, Spinal",Diseases Category,MeSH
2791,"Injury, Spinal Cord",Diseases Category,MeSH
2792,Spinal Cord Injury,Diseases Category,MeSH
2793,Spinal Cord Transection,Diseases Category,MeSH
2794,"Cord Transection, Spinal",Diseases Category,MeSH
2795,"Cord Transections, Spinal",Diseases Category,MeSH
2796,Spinal Cord Transections,Diseases Category,MeSH
2797,"Transection, Spinal Cord",Diseases Category,MeSH
2798,"Transections, Spinal Cord",Diseases Category,MeSH
2799,Spinal Cord Laceration,Diseases Category,MeSH
2800,"Cord Laceration, Spinal",Diseases Category,MeSH
2801,"Cord Lacerations, Spinal",Diseases Category,MeSH
2802,"Laceration, Spinal Cord",Diseases Category,MeSH
2803,"Lacerations, Spinal Cord",Diseases Category,MeSH
2804,Spinal Cord Lacerations,Diseases Category,MeSH
2805,Post-Traumatic Myelopathy,Diseases Category,MeSH
2806,"Myelopathies, Post-Traumatic",Diseases Category,MeSH
2807,"Myelopathy, Post-Traumatic",Diseases Category,MeSH
2808,Post Traumatic Myelopathy,Diseases Category,MeSH
2809,Post-Traumatic Myelopathies,Diseases Category,MeSH
2810,Spinal Cord Contusion,Diseases Category,MeSH
2811,"Contusion, Spinal Cord",Diseases Category,MeSH
2812,"Contusions, Spinal Cord",Diseases Category,MeSH
2813,"Cord Contusion, Spinal",Diseases Category,MeSH
2814,"Cord Contusions, Spinal",Diseases Category,MeSH
2815,Spinal Cord Contusions,Diseases Category,MeSH
2816,Hydrocephaly,Diseases Category,MeSH
2817,Cerebral Ventriculomegaly,Diseases Category,MeSH
2818,Cerebral Ventriculomegalies,Diseases Category,MeSH
2819,"Ventriculomegalies, Cerebral",Diseases Category,MeSH
2820,"Ventriculomegaly, Cerebral",Diseases Category,MeSH
2821,Communicating Hydrocephalus,Diseases Category,MeSH
2822,"Hydrocephalus, Communicating",Diseases Category,MeSH
2823,Congenital Hydrocephalus,Diseases Category,MeSH
2824,"Hydrocephalus, Congenital",Diseases Category,MeSH
2825,Hydrocephalus Ex-Vacuo,Diseases Category,MeSH
2826,Hydrocephalus Ex Vacuo,Diseases Category,MeSH
2827,Hydrocephalus Ex-Vacuos,Diseases Category,MeSH
2828,Obstructive Hydrocephalus,Diseases Category,MeSH
2829,"Hydrocephalus, Obstructive",Diseases Category,MeSH
2830,Post-Traumatic Hydrocephalus,Diseases Category,MeSH
2831,"Hydrocephalus, Post-Traumatic",Diseases Category,MeSH
2832,Post Traumatic Hydrocephalus,Diseases Category,MeSH
2833,Aqueductal Stenosis,Diseases Category,MeSH
2834,Aqueductal Stenoses,Diseases Category,MeSH
2835,"Stenoses, Aqueductal",Diseases Category,MeSH
2836,"Stenosis, Aqueductal",Diseases Category,MeSH
2837,Fetal Cerebral Ventriculomegaly,Diseases Category,MeSH
2838,"Cerebral Ventriculomegalies, Fetal",Diseases Category,MeSH
2839,"Cerebral Ventriculomegaly, Fetal",Diseases Category,MeSH
2840,Fetal Cerebral Ventriculomegalies,Diseases Category,MeSH
2841,"Ventriculomegalies, Fetal Cerebral",Diseases Category,MeSH
2842,"Ventriculomegaly, Fetal Cerebral",Diseases Category,MeSH
2843,Meningitides,Diseases Category,MeSH
2844,Pachymeningitis,Diseases Category,MeSH
2845,Pachymeningitides,Diseases Category,MeSH
2846,"Inflammation, Brain",Diseases Category,MeSH
2847,Brain Inflammations,Diseases Category,MeSH
2848,Brain Inflammation,Diseases Category,MeSH
2849,Rasmussen Syndrome,Diseases Category,MeSH
2850,Rasmussen's Syndrome,Diseases Category,MeSH
2851,"Encephalitis, Rasmussen",Diseases Category,MeSH
2852,Rasmussen Encephalitis,Diseases Category,MeSH
2853,Restless Legs,Diseases Category,MeSH
2854,Willis Ekbom Disease,Diseases Category,MeSH
2855,"Disease, Willis Ekbom",Diseases Category,MeSH
2856,Wittmaack-Ekbom Syndrome,Diseases Category,MeSH
2857,"Syndrome, Wittmaack-Ekbom",Diseases Category,MeSH
2858,Willis-Ekbom Disease,Diseases Category,MeSH
2859,"Disease, Willis-Ekbom",Diseases Category,MeSH
2860,Willis-Ekbom Syndrome,Diseases Category,MeSH
2861,"Syndrome, Willis-Ekbom",Diseases Category,MeSH
2862,Wittmaack Ekbom Syndrome,Diseases Category,MeSH
2863,"Syndrome, Wittmaack Ekbom",Diseases Category,MeSH
2864,Restless Leg Syndrome,Diseases Category,MeSH
2865,"Syndrome, Restless Leg",Diseases Category,MeSH
2866,Willis Ekbom Syndrome,Diseases Category,MeSH
2867,"Syndrome, Willis Ekbom",Diseases Category,MeSH
2868,"Neuralgia, Trigeminal",Diseases Category,MeSH
2869,Trigeminal Neuralgias,Diseases Category,MeSH
2870,Tic Doloureux,Diseases Category,MeSH
2871,Fothergill Disease,Diseases Category,MeSH
2872,"Disease, Fothergill",Diseases Category,MeSH
2873,Trifacial Neuralgia,Diseases Category,MeSH
2874,"Neuralgia, Trifacial",Diseases Category,MeSH
2875,Trifacial Neuralgias,Diseases Category,MeSH
2876,Tic Douloureux,Diseases Category,MeSH
2877,Epileptiform Neuralgia,Diseases Category,MeSH
2878,Epileptiform Neuralgias,Diseases Category,MeSH
2879,"Neuralgia, Epileptiform",Diseases Category,MeSH
2880,Secondary Trigeminal Neuralgia,Diseases Category,MeSH
2881,"Neuralgia, Secondary Trigeminal",Diseases Category,MeSH
2882,Secondary Trigeminal Neuralgias,Diseases Category,MeSH
2883,"Trigeminal Neuralgia, Secondary",Diseases Category,MeSH
2884,"Trigeminal Neuralgia, Idiopathic",Diseases Category,MeSH
2885,Idiopathic Trigeminal Neuralgia,Diseases Category,MeSH
2886,Idiopathic Trigeminal Neuralgias,Diseases Category,MeSH
2887,"Neuralgia, Idiopathic Trigeminal",Diseases Category,MeSH
2888,Aberrant Motor Behavior in Dementia,Psychiatry and Psychology Category,MeSH
2889,Aggression,Psychiatry and Psychology Category,MeSH
2890,Psychomotor Agitation,Diseases Category,MeSH
2891,Wandering Behavior,Psychiatry and Psychology Category,MeSH
2892,Affective Symptoms,Psychiatry and Psychology Category,MeSH
2893,Agonistic Behavior,Psychiatry and Psychology Category,MeSH
2894,Catatonia,Diseases Category,MeSH
2895,Child Reactive Disorders,Psychiatry and Psychology Category,MeSH
2896,Delusions,Psychiatry and Psychology Category,MeSH
2897,Depersonalization,Psychiatry and Psychology Category,MeSH
2898,Depressive Disorder,Psychiatry and Psychology Category,MeSH
2899,Depression,Psychiatry and Psychology Category,MeSH
2900,Diurnal Enuresis,Diseases Category,MeSH
2901,Nocturnal Enuresis,Diseases Category,MeSH
2902,"Hearing Loss, Functional",Diseases Category,MeSH
2903,Human Coprophagia,Psychiatry and Psychology Category,MeSH
2904,Mental Fatigue,Diseases Category,MeSH
2905,"Alert Fatigue, Health Personnel",Diseases Category,MeSH
2906,Compassion Fatigue,Diseases Category,MeSH
2907,Obsessive Behavior,Psychiatry and Psychology Category,MeSH
2908,Stalking,Psychiatry and Psychology Category,MeSH
2909,Paranoid Behavior,Psychiatry and Psychology Category,MeSH
2910,"Polydipsia, Psychogenic",Diseases Category,MeSH
2911,Problem Behavior,Psychiatry and Psychology Category,MeSH
2912,Schizophrenic Language,Psychiatry and Psychology Category,MeSH
2913,Self-Injurious Behavior,Psychiatry and Psychology Category,MeSH
2914,Excoriation Disorder,Psychiatry and Psychology Category,MeSH
2915,Self Mutilation,Diseases Category,MeSH
2916,Suicide,Psychiatry and Psychology Category,MeSH
2917,"Stress, Psychological",Psychiatry and Psychology Category,MeSH
2918,"Burnout, Psychological",Psychiatry and Psychology Category,MeSH
2919,Caregiver Burden,Psychiatry and Psychology Category,MeSH
2920,Emotional Exhaustion,Diseases Category,MeSH
2921,Financial Stress,Psychiatry and Psychology Category,MeSH
2922,Occupational Stress,Diseases Category,MeSH
2923,Subjective Stress,Psychiatry and Psychology Category,MeSH
2924,Nervous System Diseases,Diseases Category,MeSH
2925,Neurologic Manifestations,Diseases Category,MeSH
2926,Neurobehavioral Manifestations,Diseases Category,MeSH
2927,Anhedonia,Diseases Category,MeSH
2928,Communication Disorders,Diseases Category,MeSH
2929,Language Disorders,Diseases Category,MeSH
2930,Learning Disabilities,Diseases Category,MeSH
2931,Confusion,Diseases Category,MeSH
2932,Delirium,Diseases Category,MeSH
2933,Consciousness Disorders,Diseases Category,MeSH
2934,Intellectual Disability,Diseases Category,MeSH
2935,Cri-du-Chat Syndrome,Diseases Category,MeSH
2936,De Lange Syndrome,Diseases Category,MeSH
2937,Down Syndrome,Diseases Category,MeSH
2938,"Mental Retardation, X-Linked",Diseases Category,MeSH
2939,Prader-Willi Syndrome,Diseases Category,MeSH
2940,Rubinstein-Taybi Syndrome,Diseases Category,MeSH
2941,Trisomy 13 Syndrome,Diseases Category,MeSH
2942,WAGR Syndrome,Diseases Category,MeSH
2943,Williams Syndrome,Diseases Category,MeSH
2944,Mania,Diseases Category,MeSH
2945,Memory Disorders,Diseases Category,MeSH
2946,Amnesia,Diseases Category,MeSH
2947,Korsakoff Syndrome,Diseases Category,MeSH
2948,Perceptual Disorders,Diseases Category,MeSH
2949,Agnosia,Diseases Category,MeSH
2950,Allesthesia,Diseases Category,MeSH
2951,Auditory Perceptual Disorders,Diseases Category,MeSH
2952,Hallucinations,Diseases Category,MeSH
2953,Illusions,Diseases Category,MeSH
2954,Phantom Limb,Diseases Category,MeSH
2955,Psychomotor Disorders,Diseases Category,MeSH
2956,Apraxias,Diseases Category,MeSH
2957,Mental Disorders,Psychiatry and Psychology Category,MeSH
2958,Anxiety Disorders,Psychiatry and Psychology Category,MeSH
2959,"Anxiety, Separation",Psychiatry and Psychology Category,MeSH
2960,Neurotic Disorders,Psychiatry and Psychology Category,MeSH
2961,Obsessive-Compulsive Disorder,Psychiatry and Psychology Category,MeSH
2962,Panic Disorder,Psychiatry and Psychology Category,MeSH
2963,Phobic Disorders,Psychiatry and Psychology Category,MeSH
2964,"Disruptive, Impulse Control, and Conduct Disorders",Psychiatry and Psychology Category,MeSH
2965,Firesetting Behavior,Psychiatry and Psychology Category,MeSH
2966,Gambling,Psychiatry and Psychology Category,MeSH
2967,Trichotillomania,Psychiatry and Psychology Category,MeSH
2968,Dissociative Disorders,Psychiatry and Psychology Category,MeSH
2969,Dissociative Identity Disorder,Psychiatry and Psychology Category,MeSH
2970,Elimination Disorders,Psychiatry and Psychology Category,MeSH
2971,Feeding and Eating Disorders,Psychiatry and Psychology Category,MeSH
2972,Anorexia Nervosa,Psychiatry and Psychology Category,MeSH
2973,Avoidant Restrictive Food Intake Disorder,Psychiatry and Psychology Category,MeSH
2974,Binge-Eating Disorder,Psychiatry and Psychology Category,MeSH
2975,Bulimia Nervosa,Psychiatry and Psychology Category,MeSH
2976,Diabulimia,Psychiatry and Psychology Category,MeSH
2977,Feeding and Eating Disorders of Childhood,Psychiatry and Psychology Category,MeSH
2978,Food Addiction,Psychiatry and Psychology Category,MeSH
2979,Night Eating Syndrome,Psychiatry and Psychology Category,MeSH
2980,Orthorexia Nervosa,Psychiatry and Psychology Category,MeSH
2981,Pica,Diseases Category,MeSH
2982,Relative Energy Deficiency in Sport,Psychiatry and Psychology Category,MeSH
2983,Rumination Syndrome,Diseases Category,MeSH
2984,Mood Disorders,Psychiatry and Psychology Category,MeSH
2985,Cyclothymic Disorder,Psychiatry and Psychology Category,MeSH
2986,Depressive Disorder,Psychiatry and Psychology Category,MeSH
2987,Neurocognitive Disorders,Psychiatry and Psychology Category,MeSH
2988,Cognition Disorders,Psychiatry and Psychology Category,MeSH
2989,Dementia,Diseases Category,MeSH
2990,"Dyslexia, Acquired",Diseases Category,MeSH
2991,Neurodevelopmental Disorders,Psychiatry and Psychology Category,MeSH
2992,Attention Deficit and Disruptive Behavior Disorders,Psychiatry and Psychology Category,MeSH
2993,Child Behavior Disorders,Psychiatry and Psychology Category,MeSH
2994,"Child Development Disorders, Pervasive",Psychiatry and Psychology Category,MeSH
2995,Developmental Disabilities,Psychiatry and Psychology Category,MeSH
2996,Motor Skills Disorders,Psychiatry and Psychology Category,MeSH
2997,Mutism,Diseases Category,MeSH
2998,Reactive Attachment Disorder,Psychiatry and Psychology Category,MeSH
2999,"Schizophrenia, Childhood",Psychiatry and Psychology Category,MeSH
3000,Stereotypic Movement Disorder,Psychiatry and Psychology Category,MeSH
3001,Tic Disorders,Diseases Category,MeSH
3002,Paraphilic Disorders,Psychiatry and Psychology Category,MeSH
3003,Exhibitionism,Psychiatry and Psychology Category,MeSH
3004,"Fetishism, Psychiatric",Psychiatry and Psychology Category,MeSH
3005,Masochism,Psychiatry and Psychology Category,MeSH
3006,Pedophilia,Psychiatry and Psychology Category,MeSH
3007,Sadism,Psychiatry and Psychology Category,MeSH
3008,Voyeurism,Psychiatry and Psychology Category,MeSH
3009,Personality Disorders,Psychiatry and Psychology Category,MeSH
3010,Antisocial Personality Disorder,Psychiatry and Psychology Category,MeSH
3011,Borderline Personality Disorder,Psychiatry and Psychology Category,MeSH
3012,Compulsive Personality Disorder,Psychiatry and Psychology Category,MeSH
3013,Dependent Personality Disorder,Psychiatry and Psychology Category,MeSH
3014,Histrionic Personality Disorder,Psychiatry and Psychology Category,MeSH
3015,Narcissistic Personality Disorder,Psychiatry and Psychology Category,MeSH
3016,Paranoid Personality Disorder,Psychiatry and Psychology Category,MeSH
3017,Passive-Aggressive Personality Disorder,Psychiatry and Psychology Category,MeSH
3018,Schizoid Personality Disorder,Psychiatry and Psychology Category,MeSH
3019,Schizotypal Personality Disorder,Psychiatry and Psychology Category,MeSH
3020,Schizophrenia Spectrum and Other Psychotic Disorders,Psychiatry and Psychology Category,MeSH
3021,"Affective Disorders, Psychotic",Psychiatry and Psychology Category,MeSH
3022,Capgras Syndrome,Psychiatry and Psychology Category,MeSH
3023,Delusional Parasitosis,Psychiatry and Psychology Category,MeSH
3024,Morgellons Disease,Diseases Category,MeSH
3025,Paranoid Disorders,Psychiatry and Psychology Category,MeSH
3026,Psychotic Disorders,Psychiatry and Psychology Category,MeSH
3027,Schizophrenia,Psychiatry and Psychology Category,MeSH
3028,"Sexual Dysfunctions, Psychological",Psychiatry and Psychology Category,MeSH
3029,Erectile Dysfunction,Diseases Category,MeSH
3030,Gender Dysphoria,Psychiatry and Psychology Category,MeSH
3031,Premature Ejaculation,Diseases Category,MeSH
3032,Sleep Wake Disorders,Diseases Category,MeSH
3033,Dyssomnias,Diseases Category,MeSH
3034,Parasomnias,Diseases Category,MeSH
3035,Somatoform Disorders,Psychiatry and Psychology Category,MeSH
3036,Body Dysmorphic Disorders,Psychiatry and Psychology Category,MeSH
3037,Body Integrity Identity Disorder,Psychiatry and Psychology Category,MeSH
3038,Conversion Disorder,Psychiatry and Psychology Category,MeSH
3039,Factitious Disorders,Psychiatry and Psychology Category,MeSH
3040,Hypochondriasis,Psychiatry and Psychology Category,MeSH
3041,Neurasthenia,Psychiatry and Psychology Category,MeSH
3042,Substance-Related Disorders,Diseases Category,MeSH
3043,Alcohol-Related Disorders,Diseases Category,MeSH
3044,Amphetamine-Related Disorders,Diseases Category,MeSH
3045,Cocaine-Related Disorders,Diseases Category,MeSH
3046,Drug Misuse,Diseases Category,MeSH
3047,Inhalant Abuse,Diseases Category,MeSH
3048,Marijuana Abuse,Diseases Category,MeSH
3049,Marijuana Use,Psychiatry and Psychology Category,MeSH
3050,Narcotic-Related Disorders,Diseases Category,MeSH
3051,Neonatal Abstinence Syndrome,Diseases Category,MeSH
3052,Phencyclidine Abuse,Diseases Category,MeSH
3053,"Psychoses, Substance-Induced",Diseases Category,MeSH
3054,"Substance Abuse, Intravenous",Diseases Category,MeSH
3055,"Substance Abuse, Oral",Diseases Category,MeSH
3056,Substance Withdrawal Syndrome,Diseases Category,MeSH
3057,Tobacco Use Disorder,Diseases Category,MeSH
3058,Trauma and Stressor Related Disorders,Psychiatry and Psychology Category,MeSH
3059,Adjustment Disorders,Psychiatry and Psychology Category,MeSH
3060,Prolonged Grief Disorder,Psychiatry and Psychology Category,MeSH
3061,"Stress Disorders, Traumatic",Psychiatry and Psychology Category,MeSH
3062,Anxiety Disorders,Psychiatry and Psychology Category,MeSH
3063,Bipolar Disorder,Psychiatry and Psychology Category,MeSH
3064,Obsessive-Compulsive Disorder,Psychiatry and Psychology Category,MeSH
3065,"Stress Disorders, Post-Traumatic",Psychiatry and Psychology Category,MeSH
3066,Feeding and Eating Disorders,Psychiatry and Psychology Category,MeSH
3067,Autism Spectrum Disorder,Psychiatry and Psychology Category,MeSH
3068,Panic Disorder,Psychiatry and Psychology Category,MeSH
3069,Phobic Disorders,Psychiatry and Psychology Category,MeSH
3070,Phobic Disorders,Psychiatry and Psychology Category,MeSH
3071,Borderline Personality Disorder,Psychiatry and Psychology Category,MeSH
3072,Narcissistic Personality Disorder,Psychiatry and Psychology Category,MeSH
3073,Antisocial Personality Disorder,Psychiatry and Psychology Category,MeSH
3074,Dissociative Disorders,Psychiatry and Psychology Category,MeSH
3075,Substance-Related Disorders,Diseases Category,MeSH
3076,Somatoform Disorders,Psychiatry and Psychology Category,MeSH
3077,"Disruptive, Impulse Control, and Conduct Disorders",Psychiatry and Psychology Category,MeSH
